"","Date","Time","states","ConfirmedIndianNational","ConfirmedForeignNational","Cured","Deaths","Confirmed","lat","long"
"1","30/01/2020","6:00 PM","Kerala","1","0",0,0,1,8.5,77
"2","31/01/2020","6:00 PM","Kerala","1","0",0,0,1,8.5,77
"3","1/02/2020","6:00 PM","Kerala","2","0",0,0,2,8.5,77
"4","2/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"5","3/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"6","4/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"7","5/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"8","6/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"9","7/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"10","8/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"11","9/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"12","10/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"13","11/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"14","12/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"15","13/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"16","14/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"17","15/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"18","16/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"19","17/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"20","18/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"21","19/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"22","20/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"23","21/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"24","22/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"25","23/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"26","24/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"27","25/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"28","26/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"29","27/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"30","28/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"31","29/02/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"32","1/03/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"33","2/03/2020","6:00 PM","Telengana","1","0",0,0,1,17.366,78.475
"34","2/03/2020","6:00 PM","Kerala","3","0",0,0,3,8.5,77
"35","2/03/2020","6:00 PM","Delhi","1","0",0,0,1,28.61,77.23
"36","3/03/2020","6:00 PM","Telengana","1","0",0,0,1,17.366,78.475
"37","3/03/2020","6:00 PM","Rajasthan","0","1",0,0,1,26.6,73.8
"38","3/03/2020","6:00 PM","Kerala","3","0",3,0,3,8.5,77
"39","3/03/2020","6:00 PM","Delhi","1","0",0,0,1,28.61,77.23
"40","4/03/2020","6:00 PM","Uttar Pradesh","6","0",0,0,6,26.85,80.91
"41","4/03/2020","6:00 PM","Kerala","3","0",3,0,3,8.5,77
"42","4/03/2020","6:00 PM","Haryana","0","2",0,0,2,30.44,76.47
"43","4/03/2020","6:00 PM","Delhi","1","0",0,0,1,28.61,77.23
"44","4/03/2020","6:00 PM","Telengana","1","0",0,0,1,17.366,78.475
"45","4/03/2020","6:00 PM","Rajasthan","1","14",0,0,15,26.6,73.8
"46","5/03/2020","6:00 PM","Delhi","2","0",0,0,2,28.61,77.23
"47","5/03/2020","6:00 PM","Haryana","0","2",0,0,2,30.44,76.47
"48","5/03/2020","6:00 PM","Kerala","3","0",3,0,3,8.5,77
"49","5/03/2020","6:00 PM","Rajasthan","1","14",0,0,15,26.6,73.8
"50","5/03/2020","6:00 PM","Telengana","1","0",0,0,1,17.366,78.475
"51","5/03/2020","6:00 PM","Uttar Pradesh","7","0",0,0,7,26.85,80.91
"52","6/03/2020","6:00 PM","Delhi","3","0",0,0,3,28.61,77.23
"53","6/03/2020","6:00 PM","Haryana","0","2",0,0,2,30.44,76.47
"54","6/03/2020","6:00 PM","Kerala","3","0",3,0,3,8.5,77
"55","6/03/2020","6:00 PM","Rajasthan","1","14",0,0,15,26.6,73.8
"56","6/03/2020","6:00 PM","Uttar Pradesh","7","0",0,0,7,26.85,80.91
"57","6/03/2020","6:00 PM","Telengana","1","0",0,0,1,17.366,78.475
"58","7/03/2020","6:00 PM","Kerala","3","0",3,0,3,8.5,77
"59","7/03/2020","6:00 PM","Uttar Pradesh","7","0",0,0,7,26.85,80.91
"60","7/03/2020","6:00 PM","Ladakh","2","0",0,0,2,34.17,77.58
"61","7/03/2020","6:00 PM","Telengana","1","0",0,0,1,17.366,78.475
"62","7/03/2020","6:00 PM","Tamil Nadu","1","0",0,0,1,13.09,80.27
"63","7/03/2020","6:00 PM","Delhi","3","0",0,0,3,28.61,77.23
"64","7/03/2020","6:00 PM","Haryana","0","2",0,0,2,30.44,76.47
"65","7/03/2020","6:00 PM","Rajasthan","1","14",0,0,15,26.6,73.8
"66","8/03/2020","6:00 PM","Ladakh","2","0",0,0,2,34.17,77.58
"67","8/03/2020","6:00 PM","Telengana","1","0",0,0,1,17.366,78.475
"68","8/03/2020","6:00 PM","Tamil Nadu","1","0",0,0,1,13.09,80.27
"69","8/03/2020","6:00 PM","Rajasthan","1","14",0,0,15,26.6,73.8
"70","8/03/2020","6:00 PM","Kerala","8","0",3,0,8,8.5,77
"71","8/03/2020","6:00 PM","Haryana","0","2",0,0,2,30.44,76.47
"72","8/03/2020","6:00 PM","Delhi","3","0",0,0,3,28.61,77.23
"73","8/03/2020","6:00 PM","Uttar Pradesh","7","0",0,0,7,26.85,80.91
"74","9/03/2020","6:00 PM","Ladakh","2","0",0,0,2,34.17,77.58
"75","9/03/2020","6:00 PM","Karnataka","1","0",0,0,1,12.97,77.5
"76","9/03/2020","6:00 PM","Kerala","9","0",3,0,9,8.5,77
"77","9/03/2020","6:00 PM","Maharashtra","2","0",0,0,2,18.97,72.82
"78","9/03/2020","6:00 PM","Punjab","1","0",0,0,1,30.79,75.84
"79","9/03/2020","6:00 PM","Rajasthan","1","14",0,0,15,26.6,73.8
"80","9/03/2020","6:00 PM","Tamil Nadu","1","0",0,0,1,13.09,80.27
"81","9/03/2020","6:00 PM","Telengana","1","0",0,0,1,17.366,78.475
"82","9/03/2020","6:00 PM","Jammu and Kashmir","1","0",0,0,1,34.083656,74.797371
"83","9/03/2020","6:00 PM","Uttar Pradesh","7","0",0,0,7,26.85,80.91
"84","9/03/2020","6:00 PM","Haryana","0","2",0,0,2,30.44,76.47
"85","9/03/2020","6:00 PM","Delhi","4","0",0,0,4,28.61,77.23
"86","10/03/2020","6:00 PM","Uttar Pradesh","7","0",0,0,7,26.85,80.91
"87","10/03/2020","6:00 PM","Ladakh","2","0",0,0,2,34.17,77.58
"88","10/03/2020","6:00 PM","Delhi","4","0",0,0,4,28.61,77.23
"89","10/03/2020","6:00 PM","Haryana","0","2",0,0,2,30.44,76.47
"90","10/03/2020","6:00 PM","Karnataka","4","0",0,0,4,12.97,77.5
"91","10/03/2020","6:00 PM","Kerala","15","0",3,0,15,8.5,77
"92","10/03/2020","6:00 PM","Maharashtra","5","0",0,0,5,18.97,72.82
"93","10/03/2020","6:00 PM","Punjab","1","0",0,0,1,30.79,75.84
"94","10/03/2020","6:00 PM","Rajasthan","1","14",0,0,15,26.6,73.8
"95","10/03/2020","6:00 PM","Tamil Nadu","1","0",0,0,1,13.09,80.27
"96","10/03/2020","6:00 PM","Telengana","1","0",0,0,1,17.366,78.475
"97","10/03/2020","6:00 PM","Jammu and Kashmir","1","0",0,0,1,34.083656,74.797371
"98","11/03/2020","6:00 PM","Maharashtra","2","0",0,0,2,18.97,72.82
"99","11/03/2020","6:00 PM","Delhi","5","0",0,0,5,28.61,77.23
"100","11/03/2020","6:00 PM","Haryana","0","14",0,0,14,30.44,76.47
"101","11/03/2020","6:00 PM","Kerala","17","0",3,0,17,8.5,77
"102","11/03/2020","6:00 PM","Rajasthan","1","2",0,0,3,26.6,73.8
"103","11/03/2020","6:00 PM","Telengana","1","0",0,0,1,17.366,78.475
"104","11/03/2020","6:00 PM","Uttar Pradesh","9","0",0,0,9,26.85,80.91
"105","11/03/2020","6:00 PM","Ladakh","2","0",0,0,2,34.17,77.58
"106","11/03/2020","6:00 PM","Tamil Nadu","1","0",0,0,1,13.09,80.27
"107","11/03/2020","6:00 PM","Jammu and Kashmir","1","0",0,0,1,34.083656,74.797371
"108","11/03/2020","6:00 PM","Punjab","1","0",0,0,1,30.79,75.84
"109","11/03/2020","6:00 PM","Karnataka","4","0",0,0,4,12.97,77.5
"110","12/03/2020","6:00 PM","Delhi","6","0",0,0,6,28.61,77.23
"111","12/03/2020","6:00 PM","Haryana","0","14",0,0,14,30.44,76.47
"112","12/03/2020","6:00 PM","Kerala","17","0",3,0,17,8.5,77
"113","12/03/2020","6:00 PM","Rajasthan","1","2",0,0,3,26.6,73.8
"114","12/03/2020","6:00 PM","Telengana","1","0",0,0,1,17.366,78.475
"115","12/03/2020","6:00 PM","Uttar Pradesh","10","1",0,0,11,26.85,80.91
"116","12/03/2020","6:00 PM","Ladakh","3","0",0,0,3,34.17,77.58
"117","12/03/2020","6:00 PM","Tamil Nadu","1","0",0,0,1,13.09,80.27
"118","12/03/2020","6:00 PM","Jammu and Kashmir","1","0",0,0,1,34.083656,74.797371
"119","12/03/2020","6:00 PM","Punjab","1","0",0,0,1,30.79,75.84
"120","12/03/2020","6:00 PM","Karnataka","4","0",0,0,4,12.97,77.5
"121","12/03/2020","6:00 PM","Maharashtra","11","0",0,0,11,18.97,72.82
"122","12/03/2020","6:00 PM","Andhra Pradesh","1","0",0,0,1,16.5,80.64
"123","13/03/2020","6:00 PM","Delhi","6","0",0,0,6,28.61,77.23
"124","13/03/2020","6:00 PM","Haryana","0","14",0,0,14,30.44,76.47
"125","13/03/2020","6:00 PM","Kerala","19","0",3,0,19,8.5,77
"126","13/03/2020","6:00 PM","Rajasthan","1","2",0,0,3,26.6,73.8
"127","13/03/2020","6:00 PM","Telengana","1","0",0,0,1,17.366,78.475
"128","13/03/2020","6:00 PM","Uttar Pradesh","10","1",0,0,11,26.85,80.91
"129","13/03/2020","6:00 PM","Ladakh","3","0",0,0,3,34.17,77.58
"130","13/03/2020","6:00 PM","Tamil Nadu","1","0",0,0,1,13.09,80.27
"131","13/03/2020","6:00 PM","Jammu and Kashmir","1","0",0,0,1,34.083656,74.797371
"132","13/03/2020","6:00 PM","Punjab","1","0",0,0,1,30.79,75.84
"133","13/03/2020","6:00 PM","Karnataka","6","0",0,1,6,12.97,77.5
"134","13/03/2020","6:00 PM","Maharashtra","14","0",0,0,14,18.97,72.82
"135","13/03/2020","6:00 PM","Andhra Pradesh","1","0",0,0,1,16.5,80.64
"136","14/03/2020","6:00 PM","Delhi","7","0",1,1,7,28.61,77.23
"137","14/03/2020","6:00 PM","Haryana","0","14",0,0,14,30.44,76.47
"138","14/03/2020","6:00 PM","Kerala","19","0",3,0,19,8.5,77
"139","14/03/2020","6:00 PM","Rajasthan","1","2",1,0,3,26.6,73.8
"140","14/03/2020","6:00 PM","Telengana","1","0",0,0,1,17.366,78.475
"141","14/03/2020","6:00 PM","Uttar Pradesh","11","1",5,0,12,26.85,80.91
"142","14/03/2020","6:00 PM","Ladakh","3","0",0,0,3,34.17,77.58
"143","14/03/2020","6:00 PM","Tamil Nadu","1","0",0,0,1,13.09,80.27
"144","14/03/2020","6:00 PM","Jammu and Kashmir","2","0",0,0,2,34.083656,74.797371
"145","14/03/2020","6:00 PM","Punjab","1","0",0,0,1,30.79,75.84
"146","14/03/2020","6:00 PM","Karnataka","6","0",0,1,6,12.97,77.5
"147","14/03/2020","6:00 PM","Maharashtra","14","0",0,0,14,18.97,72.82
"148","14/03/2020","6:00 PM","Andhra Pradesh","1","0",0,0,1,16.5,80.64
"149","15/03/2020","6:00 PM","Andhra Pradesh","1","0",0,0,1,16.5,80.64
"150","15/03/2020","6:00 PM","Delhi","7","0",2,1,7,28.61,77.23
"151","15/03/2020","6:00 PM","Haryana","0","14",0,0,14,30.44,76.47
"152","15/03/2020","6:00 PM","Karnataka","6","0",0,1,6,12.97,77.5
"153","15/03/2020","6:00 PM","Kerala","22","0",3,0,22,8.5,77
"154","15/03/2020","6:00 PM","Maharashtra","32","0",0,0,32,18.97,72.82
"155","15/03/2020","6:00 PM","Punjab","1","0",0,0,1,30.79,75.84
"156","15/03/2020","6:00 PM","Rajasthan","2","2",3,0,4,26.6,73.8
"157","15/03/2020","6:00 PM","Tamil Nadu","1","0",0,0,1,13.09,80.27
"158","15/03/2020","6:00 PM","Telengana","3","0",1,0,3,17.366,78.475
"159","15/03/2020","6:00 PM","Jammu and Kashmir","2","0",0,0,2,34.083656,74.797371
"160","15/03/2020","6:00 PM","Ladakh","3","0",0,0,3,34.17,77.58
"161","15/03/2020","6:00 PM","Uttar Pradesh","12","1",4,0,13,26.85,80.91
"162","15/03/2020","6:00 PM","Uttarakhand","1","0",0,0,1,30.33,78.06
"163","16/03/2020","6:00 PM","Andhra Pradesh","1","0",0,0,1,16.5,80.64
"164","16/03/2020","6:00 PM","Delhi","7","0",2,1,7,28.61,77.23
"165","16/03/2020","6:00 PM","Haryana","0","14",0,0,14,30.44,76.47
"166","16/03/2020","6:00 PM","Karnataka","6","0",0,1,6,12.97,77.5
"167","16/03/2020","6:00 PM","Kerala","23","0",3,0,23,8.5,77
"168","16/03/2020","6:00 PM","Maharashtra","32","0",0,0,32,18.97,72.82
"169","16/03/2020","6:00 PM","Odisha","1","0",0,0,1,20.27,85.82
"170","16/03/2020","6:00 PM","Punjab","1","0",0,0,1,30.79,75.84
"171","16/03/2020","6:00 PM","Rajasthan","2","2",3,0,4,26.6,73.8
"172","16/03/2020","6:00 PM","Tamil Nadu","1","0",0,0,1,13.09,80.27
"173","16/03/2020","6:00 PM","Telengana","3","0",1,0,3,17.366,78.475
"174","16/03/2020","6:00 PM","Jammu and Kashmir","3","0",0,0,3,34.083656,74.797371
"175","16/03/2020","6:00 PM","Ladakh","4","0",0,0,4,34.17,77.58
"176","16/03/2020","6:00 PM","Uttar Pradesh","12","1",4,0,13,26.85,80.91
"177","16/03/2020","6:00 PM","Uttarakhand","1","0",0,0,1,30.33,78.06
"178","17/03/2020","6:00 PM","Andhra Pradesh","1","0",0,0,1,16.5,80.64
"179","17/03/2020","6:00 PM","Delhi","8","0",2,1,8,28.61,77.23
"180","17/03/2020","6:00 PM","Haryana","1","14",0,0,15,30.44,76.47
"181","17/03/2020","6:00 PM","Karnataka","11","0",0,1,11,12.97,77.5
"182","17/03/2020","6:00 PM","Kerala","24","2",3,0,26,8.5,77
"183","17/03/2020","6:00 PM","Maharashtra","36","3",0,1,39,18.97,72.82
"184","17/03/2020","6:00 PM","Odisha","1","0",0,0,1,20.27,85.82
"185","17/03/2020","6:00 PM","Punjab","1","0",0,0,1,30.79,75.84
"186","17/03/2020","6:00 PM","Rajasthan","2","2",3,0,4,26.6,73.8
"187","17/03/2020","6:00 PM","Tamil Nadu","1","0",0,0,1,13.09,80.27
"188","17/03/2020","6:00 PM","Telengana","3","2",1,0,5,17.366,78.475
"189","17/03/2020","6:00 PM","Jammu and Kashmir","3","0",0,0,3,34.083656,74.797371
"190","17/03/2020","6:00 PM","Ladakh","6","0",0,0,6,34.17,77.58
"191","17/03/2020","6:00 PM","Uttar Pradesh","14","1",5,0,15,26.85,80.91
"192","17/03/2020","6:00 PM","Uttarakhand","1","0",0,0,1,30.33,78.06
"193","18/03/2020","6:00 PM","Andhra Pradesh","1","0",0,0,1,16.5,80.64
"194","18/03/2020","6:00 PM","Delhi","9","1",2,1,10,28.61,77.23
"195","18/03/2020","6:00 PM","Haryana","3","14",0,0,17,30.44,76.47
"196","18/03/2020","6:00 PM","Karnataka","11","0",0,1,11,12.97,77.5
"197","18/03/2020","6:00 PM","Kerala","25","2",3,0,27,8.5,77
"198","18/03/2020","6:00 PM","Maharashtra","39","3",0,1,42,18.97,72.82
"199","18/03/2020","6:00 PM","Odisha","1","0",0,0,1,20.27,85.82
"200","18/03/2020","6:00 PM","Puducherry","1","0",0,0,1,11.911082,79.812533
"201","18/03/2020","6:00 PM","Punjab","1","0",0,0,1,30.79,75.84
"202","18/03/2020","6:00 PM","Rajasthan","2","2",3,0,4,26.6,73.8
"203","18/03/2020","6:00 PM","Tamil Nadu","1","0",0,0,1,13.09,80.27
"204","18/03/2020","6:00 PM","Telengana","4","2",1,0,6,17.366,78.475
"205","18/03/2020","6:00 PM","Jammu and Kashmir","3","0",0,0,3,34.083656,74.797371
"206","18/03/2020","6:00 PM","Ladakh","8","0",0,0,8,34.17,77.58
"207","18/03/2020","6:00 PM","Uttar Pradesh","15","1",5,0,16,26.85,80.91
"208","18/03/2020","6:00 PM","Uttarakhand","1","0",0,0,1,30.33,78.06
"209","18/03/2020","6:00 PM","West Bengal","1","0",0,0,1,22.566667,88.3666667
"210","19/03/2020","6:00 PM","Andhra Pradesh","2","0",0,0,2,16.5,80.64
"211","19/03/2020","6:00 PM","Chhattisgarh","1","0",0,0,1,21.25,81.6
"212","19/03/2020","6:00 PM","Delhi","11","1",3,1,12,28.61,77.23
"213","19/03/2020","6:00 PM","Haryana","3","14",0,0,17,30.44,76.47
"214","19/03/2020","6:00 PM","Karnataka","14","0",0,1,14,12.97,77.5
"215","19/03/2020","6:00 PM","Kerala","25","2",3,0,27,8.5,77
"216","19/03/2020","6:00 PM","Maharashtra","44","3",0,1,47,18.97,72.82
"217","19/03/2020","6:00 PM","Odisha","1","0",0,0,1,20.27,85.82
"218","19/03/2020","6:00 PM","Puducherry","1","0",0,0,1,11.911082,79.812533
"219","19/03/2020","6:00 PM","Punjab","2","0",0,1,2,30.79,75.84
"220","19/03/2020","6:00 PM","Rajasthan","5","2",3,0,7,26.6,73.8
"221","19/03/2020","6:00 PM","Tamil Nadu","2","0",1,0,2,13.09,80.27
"222","19/03/2020","6:00 PM","Telengana","4","2",1,0,6,17.366,78.475
"223","19/03/2020","6:00 PM","Chandigarh","1","0",0,0,1,30.75,76.78
"224","19/03/2020","6:00 PM","Jammu and Kashmir","4","0",0,0,4,34.083656,74.797371
"225","19/03/2020","6:00 PM","Ladakh","8","0",0,0,8,34.17,77.58
"226","19/03/2020","6:00 PM","Uttar Pradesh","18","1",9,0,19,26.85,80.91
"227","19/03/2020","6:00 PM","Uttarakhand","1","0",0,0,1,30.33,78.06
"228","19/03/2020","6:00 PM","West Bengal","1","0",0,0,1,22.566667,88.3666667
"229","20/03/2020","6:00 PM","Andhra Pradesh","3","0",0,0,3,16.5,80.64
"230","20/03/2020","6:00 PM","Chhattisgarh","1","0",0,0,1,21.25,81.6
"231","20/03/2020","6:00 PM","Delhi","16","1",5,1,17,28.61,77.23
"232","20/03/2020","6:00 PM","Gujarat","5","0",0,0,5,23.13,72.41
"233","20/03/2020","6:00 PM","Haryana","3","14",0,0,17,30.44,76.47
"234","20/03/2020","6:00 PM","Karnataka","15","0",1,1,15,12.97,77.5
"235","20/03/2020","6:00 PM","Kerala","26","2",3,0,28,8.5,77
"236","20/03/2020","6:00 PM","Maharashtra","49","3",0,1,52,18.97,72.82
"237","20/03/2020","6:00 PM","Odisha","2","0",0,0,2,20.27,85.82
"238","20/03/2020","6:00 PM","Puducherry","1","0",0,0,1,11.911082,79.812533
"239","20/03/2020","6:00 PM","Punjab","2","0",0,1,2,30.79,75.84
"240","20/03/2020","6:00 PM","Rajasthan","15","2",3,0,17,26.6,73.8
"241","20/03/2020","6:00 PM","Tamil Nadu","3","0",1,0,3,13.09,80.27
"242","20/03/2020","6:00 PM","Telengana","8","9",1,0,17,17.366,78.475
"243","20/03/2020","6:00 PM","Chandigarh","1","0",0,0,1,30.75,76.78
"244","20/03/2020","6:00 PM","Jammu and Kashmir","4","0",0,0,4,34.083656,74.797371
"245","20/03/2020","6:00 PM","Ladakh","10","0",0,0,10,34.17,77.58
"246","20/03/2020","6:00 PM","Uttar Pradesh","22","1",9,0,23,26.85,80.91
"247","20/03/2020","6:00 PM","Uttarakhand","3","0",0,0,3,30.33,78.06
"248","20/03/2020","6:00 PM","West Bengal","2","0",0,0,2,22.566667,88.3666667
"249","21/03/2020","6:00 PM","Andhra Pradesh","3","0",0,0,3,16.5,80.64
"250","21/03/2020","6:00 PM","Chhattisgarh","1","0",0,0,1,21.25,81.6
"251","21/03/2020","6:00 PM","Delhi","25","1",5,1,26,28.61,77.23
"252","21/03/2020","6:00 PM","Gujarat","7","0",0,0,7,23.13,72.41
"253","21/03/2020","6:00 PM","Haryana","3","14",0,0,17,30.44,76.47
"254","21/03/2020","6:00 PM","Himachal Pradesh","2","0",0,0,2,31.103333,77.172222
"255","21/03/2020","6:00 PM","Karnataka","15","0",1,1,15,12.97,77.5
"256","21/03/2020","6:00 PM","Kerala","33","7",3,0,40,8.5,77
"257","21/03/2020","6:00 PM","Madhya Pradesh","4","0",0,0,4,23.473324,77.947998
"258","21/03/2020","6:00 PM","Maharashtra","60","3",0,1,63,18.97,72.82
"259","21/03/2020","6:00 PM","Odisha","2","0",0,0,2,20.27,85.82
"260","21/03/2020","6:00 PM","Puducherry","1","0",0,0,1,11.911082,79.812533
"261","21/03/2020","6:00 PM","Punjab","13","0",0,1,13,30.79,75.84
"262","21/03/2020","6:00 PM","Rajasthan","15","2",3,0,17,26.6,73.8
"263","21/03/2020","6:00 PM","Tamil Nadu","3","0",1,0,3,13.09,80.27
"264","21/03/2020","6:00 PM","Telengana","10","11",1,0,21,17.366,78.475
"265","21/03/2020","6:00 PM","Chandigarh","1","0",0,0,1,30.75,76.78
"266","21/03/2020","6:00 PM","Jammu and Kashmir","4","0",0,0,4,34.083656,74.797371
"267","21/03/2020","6:00 PM","Ladakh","13","0",0,0,13,34.17,77.58
"268","21/03/2020","6:00 PM","Uttar Pradesh","23","1",9,0,24,26.85,80.91
"269","21/03/2020","6:00 PM","Uttarakhand","3","0",0,0,3,30.33,78.06
"270","21/03/2020","6:00 PM","West Bengal","3","0",0,0,3,22.566667,88.3666667
"271","22/03/2020","6:00 PM","Andhra Pradesh","5","0",0,0,5,16.5,80.64
"272","22/03/2020","6:00 PM","Bihar","2","0",0,1,2,25.4,85.1
"273","22/03/2020","6:00 PM","Chhattisgarh","1","0",0,0,1,21.25,81.6
"274","22/03/2020","6:00 PM","Delhi","28","1",5,1,29,28.61,77.23
"275","22/03/2020","6:00 PM","Gujarat","18","0",0,1,18,23.13,72.41
"276","22/03/2020","6:00 PM","Haryana","7","14",0,0,21,30.44,76.47
"277","22/03/2020","6:00 PM","Himachal Pradesh","2","0",0,0,2,31.103333,77.172222
"278","22/03/2020","6:00 PM","Karnataka","26","0",2,1,26,12.97,77.5
"279","22/03/2020","6:00 PM","Kerala","45","7",3,0,52,8.5,77
"280","22/03/2020","6:00 PM","Madhya Pradesh","4","0",0,0,4,23.473324,77.947998
"281","22/03/2020","6:00 PM","Maharashtra","64","3",0,2,67,18.97,72.82
"282","22/03/2020","6:00 PM","Odisha","2","0",0,0,2,20.27,85.82
"283","22/03/2020","6:00 PM","Puducherry","1","0",0,0,1,11.911082,79.812533
"284","22/03/2020","6:00 PM","Punjab","21","0",0,1,21,30.79,75.84
"285","22/03/2020","6:00 PM","Rajasthan","22","2",3,0,24,26.6,73.8
"286","22/03/2020","6:00 PM","Tamil Nadu","5","2",1,0,7,13.09,80.27
"287","22/03/2020","6:00 PM","Telengana","11","11",1,0,22,17.366,78.475
"288","22/03/2020","6:00 PM","Chandigarh","5","0",0,0,5,30.75,76.78
"289","22/03/2020","6:00 PM","Jammu and Kashmir","4","0",0,0,4,34.083656,74.797371
"290","22/03/2020","6:00 PM","Ladakh","13","0",0,0,13,34.17,77.58
"291","22/03/2020","6:00 PM","Uttar Pradesh","26","1",9,0,27,26.85,80.91
"292","22/03/2020","6:00 PM","Uttarakhand","3","0",0,0,3,30.33,78.06
"293","22/03/2020","6:00 PM","West Bengal","4","0",0,0,4,22.566667,88.3666667
"294","23/03/2020","6:00 PM","Andhra Pradesh","7","0",0,0,7,16.5,80.64
"295","23/03/2020","6:00 PM","Bihar","2","0",0,1,2,25.4,85.1
"296","23/03/2020","6:00 PM","Chhattisgarh","1","0",0,0,1,21.25,81.6
"297","23/03/2020","6:00 PM","Delhi","28","1",5,1,29,28.61,77.23
"298","23/03/2020","6:00 PM","Gujarat","29","0",0,1,29,23.13,72.41
"299","23/03/2020","6:00 PM","Haryana","12","14",0,0,26,30.44,76.47
"300","23/03/2020","6:00 PM","Himachal Pradesh","2","0",0,0,2,31.103333,77.172222
"301","23/03/2020","6:00 PM","Karnataka","33","0",2,1,33,12.97,77.5
"302","23/03/2020","6:00 PM","Kerala","60","7",3,0,67,8.5,77
"303","23/03/2020","6:00 PM","Madhya Pradesh","6","0",0,0,6,23.473324,77.947998
"304","23/03/2020","6:00 PM","Maharashtra","71","3",0,2,74,18.97,72.82
"305","23/03/2020","6:00 PM","Odisha","2","0",0,0,2,20.27,85.82
"306","23/03/2020","6:00 PM","Puducherry","1","0",0,0,1,11.911082,79.812533
"307","23/03/2020","6:00 PM","Punjab","21","0",0,1,21,30.79,75.84
"308","23/03/2020","6:00 PM","Rajasthan","26","2",3,0,28,26.6,73.8
"309","23/03/2020","6:00 PM","Tamil Nadu","7","2",1,0,9,13.09,80.27
"310","23/03/2020","6:00 PM","Telengana","22","10",1,0,32,17.366,78.475
"311","23/03/2020","6:00 PM","Chandigarh","6","0",0,0,6,30.75,76.78
"312","23/03/2020","6:00 PM","Jammu and Kashmir","4","0",0,0,4,34.083656,74.797371
"313","23/03/2020","6:00 PM","Ladakh","13","0",0,0,13,34.17,77.58
"314","23/03/2020","6:00 PM","Uttar Pradesh","30","1",9,0,31,26.85,80.91
"315","23/03/2020","6:00 PM","Uttarakhand","3","0",0,0,3,30.33,78.06
"316","23/03/2020","6:00 PM","West Bengal","7","0",0,0,7,22.566667,88.3666667
"317","24/03/2020","6:00 PM","Andhra Pradesh","8","0",0,0,8,16.5,80.64
"318","24/03/2020","6:00 PM","Bihar","3","0",0,1,3,25.4,85.1
"319","24/03/2020","6:00 PM","Chhattisgarh","1","0",0,0,1,21.25,81.6
"320","24/03/2020","6:00 PM","Delhi","29","1",6,1,30,28.61,77.23
"321","24/03/2020","6:00 PM","Gujarat","32","1",0,1,33,23.13,72.41
"322","24/03/2020","6:00 PM","Haryana","14","14",11,0,28,30.44,76.47
"323","24/03/2020","6:00 PM","Himachal Pradesh","3","0",0,1,3,31.103333,77.172222
"324","24/03/2020","6:00 PM","Karnataka","37","0",3,1,37,12.97,77.5
"325","24/03/2020","6:00 PM","Kerala","87","8",4,0,95,8.5,77
"326","24/03/2020","6:00 PM","Madhya Pradesh","7","0",0,0,7,23.473324,77.947998
"327","24/03/2020","6:00 PM","Maharashtra","86","3",0,2,89,18.97,72.82
"328","24/03/2020","6:00 PM","Manipur","1","0",0,0,1,24.813967,93.950279
"329","24/03/2020","6:00 PM","Odisha","2","0",0,0,2,20.27,85.82
"330","24/03/2020","6:00 PM","Puducherry","1","0",0,0,1,11.911082,79.812533
"331","24/03/2020","6:00 PM","Punjab","29","0",0,1,29,30.79,75.84
"332","24/03/2020","6:00 PM","Rajasthan","30","2",3,0,32,26.6,73.8
"333","24/03/2020","6:00 PM","Tamil Nadu","13","2",1,0,15,13.09,80.27
"334","24/03/2020","6:00 PM","Telengana","25","10",1,0,35,17.366,78.475
"335","24/03/2020","6:00 PM","Chandigarh","7","0",0,0,7,30.75,76.78
