"","date","state","positive","negative","recovered","death","total","state_name","lat","lng"
"1963",2020-08-23,"AR",56574,609126,50251,687,665700,"Arkansas",34.8,-92.2
"1964",2020-08-23,"AS",0,1514,NA,0,1514,NA,NA,NA
"1965",2020-08-23,"AZ",198103,952766,29147,4771,1150869,"Arizona",34,-112
"1966",2020-08-23,"CA",663669,9877362,NA,12134,10541031,"California",37,-120
"1967",2020-08-23,"CO",54883,594857,5804,1815,649740,"Colorado",39,-105.5
"1968",2020-08-23,"CT",51519,970851,8893,4460,1022370,"Connecticut",41.6,-72.7
"1969",2020-08-23,"DC",13590,252456,10812,604,266046,NA,NA,NA
"1970",2020-08-23,"DE",16895,204950,8936,600,221845,"Delaware",39,-75.5
"1971",2020-08-23,"FL",600571,3828062,NA,10462,4432201,"Florida",28.1,-81.6
"1972",2020-08-23,"GA",253949,1917935,NA,5132,2171884,"Georgia",33,-83.5
"1973",2020-08-23,"GU",820,31771,394,7,32591,"Guam",13.5,144.8
"1974",2020-08-23,"HI",6356,169828,2107,47,176184,"Hawaii",21.311389,-157.796389
"1975",2020-08-23,"IA",56275,525701,43493,1036,581976,"Iowa",42,-93
"1976",2020-08-23,"ID",29662,207618,12606,306,237280,"Idaho",45,-114
"1977",2020-08-23,"IL",221595,3483858,NA,8089,3705453,"Illanois",40,-89
"1978",2020-08-23,"IN",85932,891870,64131,3220,977802,"Indiana",40,-86
"1979",2020-08-23,"KS",36856,329459,1520,419,366315,"Kansas",38.5,-98
"1980",2020-08-23,"KY",43529,706202,9448,881,749731,"Kentucky",37.5,-85
"1981",2020-08-23,"LA",142943,1620895,118120,4746,1763838,"Louisiana",31,-92
"1982",2020-08-23,"MA",125360,1428313,102205,8921,1553673,"Massachusetts",42.3,-71.8
"1983",2020-08-23,"MD",104102,1128794,6047,3691,1232896,"Maryland",39,-76.7
"1984",2020-08-23,"ME",4335,227366,3734,131,231701,"Maine",45.5,-69
"1985",2020-08-23,"MI",106808,2426664,72580,6659,2533472,"Michigan",44,-85
"1986",2020-08-23,"MN",69584,990736,62373,1813,1060320,"Minnesota",46,-94
"1987",2020-08-23,"MO",75075,839758,NA,1426,914833,"Missouri",38.5,-92.5
"1988",2020-08-23,"MP",54,12867,29,2,12921,NA,NA,NA
"1989",2020-08-23,"MS",77894,456354,56577,2240,534248,"Mississippi",33,-90
"1990",2020-08-23,"MT",6429,204320,4816,90,210749,"Montana",47,-110
"1991",2020-08-23,"NC",155113,1923359,127749,2531,2078472,"North Carolina",35.5,-80
"1992",2020-08-23,"ND",9863,181009,8064,112,190872,"North Dakota",47,-100
"1993",2020-08-23,"NE",31780,306581,23878,376,338361,"Nebraska",41.5,-100
"1994",2020-08-23,"NH",7107,188957,6428,429,196064,"New Hampshire",44,-71.5
"1995",2020-08-23,"NJ",189494,2459504,33615,15907,2648998,"New Jersey",40,-74.5
"1996",2020-08-23,"NM",24302,680860,11458,743,705162,"New Mexico",34,-106
"1997",2020-08-23,"NV",65601,508628,1599,1197,574229,"Nevada",39,-117
"1998",2020-08-23,"NY",429737,7191422,74640,25288,7621159,"New York",43,-75
"1999",2020-08-23,"OH",114802,1869087,94825,3978,1983889,"Ohio",40.5,-82.5
"2000",2020-08-23,"OK",53165,759335,44409,726,812500,"Oklahoma",35.5,-98
"2001",2020-08-23,"OR",24937,494883,4589,417,519820,"Oregon",44,-120.5
"2002",2020-08-23,"PA",129048,1423972,103238,7578,1553020,"Pennsylvania",41,-77.5
"2003",2020-08-23,"PR",29896,305972,NA,390,335868,"Puerto Rico",18.2,-66.5
"2004",2020-08-23,"RI",21263,231308,2052,1035,252571,"Rhode Island",41.7,-71.5
"2005",2020-08-23,"SC",111988,780348,46118,2504,892336,"South Carolina",34,-81
"2006",2020-08-23,"SD",11276,125484,9564,161,136760,"South Dakota",44.5,-100
"2007",2020-08-23,"TN",143937,1901256,104054,1567,2045193,"Tennessee",36,-86
"2008",2020-08-23,"TX",577537,4090491,451776,11370,4668028,"Texas",31,-100
"2009",2020-08-23,"UT",49115,575721,40831,385,624836,"Utah",39,-111
"2010",2020-08-23,"VA",112966,1357921,14443,2467,1471196,"Virginia",38,-79
"2011",2020-08-23,"VI",960,13358,655,10,14419,"Virgin Islands",18.35,-64.933333
"2012",2020-08-23,"VT",1557,118486,1371,58,120043,"Vermont",44,-72.7
"2013",2020-08-23,"WA",71659,1307377,NA,1857,1379036,"Wahington",47.5,-120.5
"2014",2020-08-23,"WI",75205,1115149,61720,1089,1190525,"Wisconsin",44.5,-89.5
"2015",2020-08-23,"WV",9272,386921,7358,178,396193,"West Virginia",39,-80.5
"2016",2020-08-23,"WY",3579,61313,2896,37,64892,"Wyoming",43,-107.5
"2017",2020-08-22,"AK",5494,320793,1686,31,326287,"Alaska",65,-150
"2018",2020-08-22,"AL",114532,801750,44684,2011,916282,"Alabama",32.7,-86.7
"2019",2020-08-22,"AR",56199,602939,49764,674,659138,"Arkansas",34.8,-92.2
"2020",2020-08-22,"AS",0,1514,NA,0,1514,NA,NA,NA
"2021",2020-08-22,"AZ",197895,946239,28932,4756,1144134,"Arizona",34,-112
"2022",2020-08-22,"CA",656892,9779460,NA,11988,10436352,"California",37,-120
"2023",2020-08-22,"CO",54586,594857,5791,1815,649443,"Colorado",39,-105.5
"2024",2020-08-22,"CT",51519,970851,8893,4460,1022370,"Connecticut",41.6,-72.7
"2025",2020-08-22,"DC",13534,248906,10800,604,262440,NA,NA,NA
"2026",2020-08-22,"DE",16828,203048,8923,600,219876,"Delaware",39,-75.5
"2027",2020-08-22,"FL",597597,3804250,NA,10411,4405419,"Florida",28.1,-81.6
"2028",2020-08-22,"GA",252222,1896948,NA,5092,2149170,"Georgia",33,-83.5
"2029",2020-08-22,"GU",767,30749,394,7,31516,"Guam",13.5,144.8
"2030",2020-08-22,"HI",6072,167478,2072,46,173550,"Hawaii",21.311389,-157.796389
"2031",2020-08-22,"IA",55735,522620,43383,1031,578355,"Iowa",42,-93
"2032",2020-08-22,"ID",29369,206484,12359,304,235853,"Idaho",45,-114
"2033",2020-08-22,"IL",219702,3431400,NA,8083,3651102,"Illanois",40,-89
"2034",2020-08-22,"IN",85317,884329,64131,3218,969646,"Indiana",40,-86
"2035",2020-08-22,"KS",36856,329459,1520,419,366315,"Kansas",38.5,-98
"2036",2020-08-22,"KY",42265,706202,9448,864,748467,"Kentucky",37.5,-85
"2037",2020-08-22,"LA",141720,1597087,118120,4687,1738807,"Louisiana",31,-92
"2038",2020-08-22,"MA",125360,1428313,102205,8921,1553673,"Massachusetts",42.3,-71.8
"2039",2020-08-22,"MD",103523,1116918,6047,3685,1220441,"Maryland",39,-76.7
"2040",2020-08-22,"ME",4317,223434,3718,130,227751,"Maine",45.5,-69
"2041",2020-08-22,"MI",106044,2352995,72580,6655,2459039,"Michigan",44,-85
"2042",2020-08-22,"MN",68867,982389,61698,1807,1051256,"Minnesota",46,-94
"2043",2020-08-22,"MO",74257,830437,NA,1425,904694,"Missouri",38.5,-92.5
"2044",2020-08-22,"MP",54,12867,29,2,12921,NA,NA,NA
"2045",2020-08-22,"MS",77268,456354,56577,2237,533622,"Mississippi",33,-90
"2046",2020-08-22,"MT",6376,203340,4815,90,209716,"Montana",47,-110
"2047",2020-08-22,"NC",153641,1898477,127749,2521,2052118,"North Carolina",35.5,-80
"2048",2020-08-22,"ND",9724,179302,7968,112,189026,"North Dakota",47,-100
"2049",2020-08-22,"NE",31626,304956,23608,376,336582,"Nebraska",41.5,-100
"2050",2020-08-22,"NH",7092,187583,6405,429,194675,"New Hampshire",44,-71.5
"2051",2020-08-22,"NJ",189236,2459504,33555,15904,2648740,"New Jersey",40,-74.5
"2052",2020-08-22,"NM",24095,680860,11312,739,704955,"New Mexico",34,-106
"2053",2020-08-22,"NV",65069,505057,1599,1197,570126,"Nevada",39,-117
"2054",2020-08-22,"NY",429165,7117951,74553,25282,7547116,"New York",43,-75
"2055",2020-08-22,"OH",114165,1846463,93914,3975,1960628,"Ohio",40.5,-82.5
"2056",2020-08-22,"OK",52599,759335,44035,725,811934,"Oklahoma",35.5,-98
"2057",2020-08-22,"OR",24710,491754,4589,417,516464,"Oregon",44,-120.5
"2058",2020-08-22,"PA",128429,1412124,102743,7576,1540553,"Pennsylvania",41,-77.5
"2059",2020-08-22,"PR",29577,305972,NA,381,335549,"Puerto Rico",18.2,-66.5
"2060",2020-08-22,"RI",21175,228951,2040,1035,250126,"Rhode Island",41.7,-71.5
"2061",2020-08-22,"SC",111295,800837,46118,2493,912132,"South Carolina",34,-81
"2062",2020-08-22,"SD",11135,124495,9435,160,135630,"South Dakota",44.5,-100
"2063",2020-08-22,"TN",142083,1865677,103426,1563,2007760,"Tennessee",36,-86
"2064",2020-08-22,"TX",573139,4067721,446030,11266,4640860,"Texas",31,-100
"2065",2020-08-22,"UT",48814,573549,40352,385,622363,"Utah",39,-111
"2066",2020-08-22,"VA",112072,1346403,14353,2443,1458766,"Virginia",38,-79
"2067",2020-08-22,"VI",960,13358,655,10,14419,"Virgin Islands",18.35,-64.933333
"2068",2020-08-22,"VT",1553,117051,1366,58,118604,"Vermont",44,-72.7
"2069",2020-08-22,"WA",71598,1304935,NA,1850,1376533,"Wahington",47.5,-120.5
"2070",2020-08-22,"WI",74726,1110788,60933,1089,1185704,"Wisconsin",44.5,-89.5
"2071",2020-08-22,"WV",9185,382673,7307,176,391858,"West Virginia",39,-80.5
"2072",2020-08-22,"WY",3543,61313,2879,37,64856,"Wyoming",43,-107.5
"2073",2020-08-21,"AK",5403,316132,1601,30,321535,"Alaska",65,-150
"2074",2020-08-21,"AL",112770,784330,44684,1990,897100,"Alabama",32.7,-86.7
"2075",2020-08-21,"AR",55652,602939,49135,663,658591,"Arkansas",34.8,-92.2
"2076",2020-08-21,"AS",0,1514,NA,0,1514,NA,NA,NA
"2077",2020-08-21,"AZ",196899,931089,28731,4688,1127988,"Arizona",34,-112
"2078",2020-08-21,"CA",650336,9679036,NA,11821,10329372,"California",37,-120
"2079",2020-08-21,"CO",54230,594857,5759,1815,649087,"Colorado",39,-105.5
"2080",2020-08-21,"CT",51519,970851,8893,4460,1022370,"Connecticut",41.6,-72.7
"2081",2020-08-21,"DC",13469,245589,10772,602,259058,NA,NA,NA
"2082",2020-08-21,"DE",16770,201238,8839,600,218008,"Delaware",39,-75.5
"2083",2020-08-21,"FL",593286,3773926,NA,10304,4370776,"Florida",28.1,-81.6
"2084",2020-08-21,"GA",249630,1870472,NA,4998,2120102,"Georgia",33,-83.5
"2085",2020-08-21,"GU",767,30749,394,7,31516,"Guam",13.5,144.8
"2086",2020-08-21,"HI",5844,162828,2031,45,168672,"Hawaii",21.311389,-157.796389
"2087",2020-08-21,"IA",55006,518133,42912,1021,573139,"Iowa",42,-93
"2088",2020-08-21,"ID",29120,204660,12007,298,233780,"Idaho",45,-114
"2089",2020-08-21,"IL",217346,3376990,NA,8066,3594336,"Illanois",40,-89
"2090",2020-08-21,"IN",84317,874115,64131,3208,958432,"Indiana",40,-86
"2091",2020-08-21,"KS",36856,329459,1520,419,366315,"Kansas",38.5,-98
"2092",2020-08-21,"KY",42265,706202,9448,864,748467,"Kentucky",37.5,-85
"2093",2020-08-21,"LA",141720,1597087,118120,4687,1738807,"Louisiana",31,-92
"2094",2020-08-21,"MA",125216,1420121,102205,8901,1545337,"Massachusetts",42.3,-71.8
"2095",2020-08-21,"MD",102899,1101368,6047,3674,1204267,"Maryland",39,-76.7
"2096",2020-08-21,"ME",4285,219580,3698,129,223865,"Maine",45.5,-69
"2097",2020-08-21,"MI",104618,2321084,67778,6634,2425702,"Michigan",44,-85
"2098",2020-08-21,"MN",68133,973404,60920,1799,1041537,"Minnesota",46,-94
"2099",2020-08-21,"MO",72964,823142,NA,1419,896106,"Missouri",38.5,-92.5
"2100",2020-08-21,"MP",54,12867,29,2,12921,NA,NA,NA
"2101",2020-08-21,"MS",76323,453479,56577,2214,529802,"Mississippi",33,-90
"2102",2020-08-21,"MT",6216,202411,4798,89,208627,"Montana",47,-110
"2103",2020-08-21,"NC",151912,1878973,127749,2494,2030885,"North Carolina",35.5,-80
"2104",2020-08-21,"ND",9468,177538,7841,112,187006,"North Dakota",47,-100
"2105",2020-08-21,"NE",31348,302419,23292,373,333767,"Nebraska",41.5,-100
"2106",2020-08-21,"NH",7050,182632,6367,428,189682,"New Hampshire",44,-71.5
"2107",2020-08-21,"NJ",188817,2426875,33533,15902,2615692,"New Jersey",40,-74.5
"2108",2020-08-21,"NM",23951,670873,11145,734,694824,"New Mexico",34,-106
"2109",2020-08-21,"NV",64433,501878,1599,1185,566311,"Nevada",39,-117
"2110",2020-08-21,"NY",428512,7023755,74485,25278,7452267,"New York",43,-75
"2111",2020-08-21,"OH",113046,1823849,92736,3955,1936895,"Ohio",40.5,-82.5
"2112",2020-08-21,"OK",51746,749156,43417,715,800902,"Oklahoma",35.5,-98
"2113",2020-08-21,"OR",24421,486900,4566,414,511321,"Oregon",44,-120.5
"2114",2020-08-21,"PA",127633,1399509,102106,7558,1527142,"Pennsylvania",41,-77.5
"2115",2020-08-21,"PR",28846,305972,NA,374,334818,"Puerto Rico",18.2,-66.5
"2116",2020-08-21,"RI",21022,224832,2031,1030,245854,"Rhode Island",41.7,-71.5
"2117",2020-08-21,"SC",110378,792803,46118,2459,903181,"South Carolina",34,-81
"2118",2020-08-21,"SD",10884,122891,9349,159,133775,"South Dakota",44.5,-100
"2119",2020-08-21,"TN",140844,1840394,102686,1549,1981238,"Tennessee",36,-86
"2120",2020-08-21,"TX",567580,4012446,438825,11051,4580026,"Texas",31,-100
"2121",2020-08-21,"UT",48445,570952,39867,383,619397,"Utah",39,-111
"2122",2020-08-21,"VA",110860,1331101,14249,2436,1442318,"Virginia",38,-79
"2123",2020-08-21,"VI",932,12895,649,10,13915,"Virgin Islands",18.35,-64.933333
"2124",2020-08-21,"VT",1541,115457,1358,58,116998,"Vermont",44,-72.7
"2125",2020-08-21,"WA",71414,1297850,NA,1837,1369264,"Wahington",47.5,-120.5
"2126",2020-08-21,"WI",73751,1103038,60055,1075,1176979,"Wisconsin",44.5,-89.5
"2127",2020-08-21,"WV",9066,375253,7140,170,384319,"West Virginia",39,-80.5
"2128",2020-08-21,"WY",3524,61313,2864,37,64837,"Wyoming",43,-107.5
"2129",2020-08-20,"AK",5332,307315,1513,29,312647,"Alaska",65,-150
"2130",2020-08-20,"AL",112449,784330,44684,1974,896779,"Alabama",32.7,-86.7
"2131",2020-08-20,"AR",54765,593744,48458,641,648509,"Arkansas",34.8,-92.2
"2132",2020-08-20,"AS",0,1514,NA,0,1514,NA,NA,NA
"2133",2020-08-20,"AZ",196280,922163,28471,4684,1118443,"Arizona",34,-112
"2134",2020-08-20,"CA",644751,9583215,NA,11686,10227966,"California",37,-120
"2135",2020-08-20,"CO",53901,594857,5759,1800,648758,"Colorado",39,-105.5
"2136",2020-08-20,"CT",51432,963408,8893,4458,1014840,"Connecticut",41.6,-72.7
"2137",2020-08-20,"DC",13409,240576,10720,601,253985,NA,NA,NA
"2138",2020-08-20,"DE",16718,200238,8809,595,216956,"Delaware",39,-75.5
"2139",2020-08-20,"FL",588602,3747150,NA,10186,4339356,"Florida",28.1,-81.6
"2140",2020-08-20,"GA",246741,1850094,NA,4904,2096835,"Georgia",33,-83.5
"2141",2020-08-20,"GU",704,29988,381,6,30692,"Guam",13.5,144.8
"2142",2020-08-20,"HI",5844,162828,2031,45,168672,"Hawaii",21.311389,-157.796389
"2143",2020-08-20,"IA",54015,514176,42372,1014,568191,"Iowa",42,-93
"2144",2020-08-20,"ID",28696,202451,11733,291,231147,"Idaho",45,-114
"2145",2020-08-20,"IL",215053,3327462,NA,8044,3542515,"Illanois",40,-89
"2146",2020-08-20,"IN",83277,862194,63262,3191,945471,"Indiana",40,-86
"2147",2020-08-20,"KS",35890,323950,1472,411,359840,"Kansas",38.5,-98
"2148",2020-08-20,"KY",41626,698092,9388,856,739718,"Kentucky",37.5,-85
"2149",2020-08-20,"LA",140821,1578213,118120,4637,1719034,"Louisiana",31,-92
"2150",2020-08-20,"MA",124728,1393794,102205,8888,1518522,"Massachusetts",42.3,-71.8
"2151",2020-08-20,"MD",102229,1085447,6040,3669,1187676,"Maryland",39,-76.7
"2152",2020-08-20,"ME",4253,215932,3679,128,220185,"Maine",45.5,-69
"2153",2020-08-20,"MI",104618,2321084,67778,6634,2425702,"Michigan",44,-85
"2154",2020-08-20,"MN",67308,962785,60605,1791,1030093,"Minnesota",46,-94
"2155",2020-08-20,"MO",71733,814141,NA,1417,885874,"Missouri",38.5,-92.5
"2156",2020-08-20,"MP",54,12867,29,2,12921,NA,NA,NA
"2157",2020-08-20,"MS",75449,452177,56577,2190,527626,"Mississippi",33,-90
"2158",2020-08-20,"MT",6072,201488,4434,89,207560,"Montana",47,-110
"2159",2020-08-20,"NC",149904,1853403,127749,2465,2003307,"North Carolina",35.5,-80
"2160",2020-08-20,"ND",9237,175545,7718,112,184782,"North Dakota",47,-100
"2161",2020-08-20,"NE",31040,299368,22941,371,330408,"Nebraska",41.5,-100
"2162",2020-08-20,"NH",7050,182632,6367,428,189682,"New Hampshire",44,-71.5
"2163",2020-08-20,"NJ",188527,2396680,33490,15893,2585207,"New Jersey",40,-74.5
"2164",2020-08-20,"NM",23749,664746,10976,729,688495,"New Mexico",34,-106
"2165",2020-08-20,"NV",63584,497379,1567,1172,560963,"Nevada",39,-117
"2166",2020-08-20,"NY",427803,6925584,74406,25275,7353387,"New York",43,-75
"2167",2020-08-20,"OH",112003,1799356,91656,3929,1911359,"Ohio",40.5,-82.5
"2168",2020-08-20,"OK",50669,740225,42695,709,790894,"Oklahoma",35.5,-98
"2169",2020-08-20,"OR",24165,482202,4566,412,506367,"Oregon",44,-120.5
"2170",2020-08-20,"PA",126940,1386071,101552,7538,1513011,"Pennsylvania",41,-77.5
"2171",2020-08-20,"PR",28143,305972,NA,367,334115,"Puerto Rico",18.2,-66.5
"2172",2020-08-20,"RI",20871,218892,2021,1028,239763,"Rhode Island",41.7,-71.5
"2173",2020-08-20,"SC",109320,783480,45205,2401,892800,"South Carolina",34,-81
"2174",2020-08-20,"SD",10691,121417,9265,157,132108,"South Dakota",44.5,-100
"2175",2020-08-20,"TN",139175,1812928,100967,1488,1952103,"Tennessee",36,-86
"2176",2020-08-20,"TX",562559,3984510,431960,10793,4547069,"Texas",31,-100
"2177",2020-08-20,"UT",47982,567822,39364,381,615804,"Utah",39,-111
"2178",2020-08-20,"VA",109882,1313046,14091,2427,1423301,"Virginia",38,-79
"2179",2020-08-20,"VI",869,12673,623,10,13563,"Virgin Islands",18.35,-64.933333
"2180",2020-08-20,"VT",1537,113922,1356,58,115459,"Vermont",44,-72.7
"2181",2020-08-20,"WA",70973,1285895,NA,1822,1356868,"Wahington",47.5,-120.5
"2182",2020-08-20,"WI",72903,1093294,59076,1074,1166369,"Wisconsin",44.5,-89.5
"2183",2020-08-20,"WV",8982,368731,7010,166,377713,"West Virginia",39,-80.5
"2184",2020-08-20,"WY",3468,60706,2832,34,64174,"Wyoming",43,-107.5
"2185",2020-08-19,"AK",5247,305602,1501,29,310849,"Alaska",65,-150
"2186",2020-08-19,"AL",111478,773868,41523,1944,885346,"Alabama",32.7,-86.7
"2187",2020-08-19,"AR",54216,587064,47666,631,641280,"Arkansas",34.8,-92.2
"2188",2020-08-19,"AS",0,1514,NA,0,1514,NA,NA,NA
"2189",2020-08-19,"AZ",195557,915682,28233,4634,1111239,"Arizona",34,-112
"2190",2020-08-19,"CA",638831,9501852,NA,11523,10140683,"California",37,-120
"2191",2020-08-19,"CO",53631,590200,5729,1788,643831,"Colorado",39,-105.5
"2192",2020-08-19,"CT",51314,951106,8809,4457,1002420,"Connecticut",41.6,-72.7
"2193",2020-08-19,"DC",13354,238305,10596,600,251659,NA,NA,NA
"2194",2020-08-19,"DE",16643,198226,8780,595,214869,"Delaware",39,-75.5
"2195",2020-08-19,"FL",584047,3722192,NA,10067,4310089,"Florida",28.1,-81.6
"2196",2020-08-19,"GA",243982,1831715,NA,4849,2075697,"Georgia",33,-83.5
"2197",2020-08-19,"GU",599,29151,363,5,29750,"Guam",13.5,144.8
"2198",2020-08-19,"HI",5609,160504,1977,42,166113,"Hawaii",21.311389,-157.796389
"2199",2020-08-19,"IA",53288,509034,41837,1006,562322,"Iowa",42,-93
"2200",2020-08-19,"ID",28326,200797,11397,282,229123,"Idaho",45,-114
"2201",2020-08-19,"IL",213221,3277682,NA,8017,3490903,"Illanois",40,-89
"2202",2020-08-19,"IN",82336,851697,62483,3180,934033,"Indiana",40,-86
"2203",2020-08-19,"KS",35890,323950,1472,411,359840,"Kansas",38.5,-98
"2204",2020-08-19,"KY",40926,689894,9331,842,730820,"Kentucky",37.5,-85
"2205",2020-08-19,"LA",139903,1565071,118120,4609,1704974,"Louisiana",31,-92
"2206",2020-08-19,"MA",124415,1372225,102205,8876,1496640,"Massachusetts",42.3,-71.8
"2207",2020-08-19,"MD",101649,1074119,6030,3661,1175768,"Maryland",39,-76.7
"2208",2020-08-19,"ME",4234,213008,3662,127,217242,"Maine",45.5,-69
"2209",2020-08-19,"MI",104091,2291097,67778,6618,2395188,"Michigan",44,-85
"2210",2020-08-19,"MN",66618,954308,60242,1784,1020926,"Minnesota",46,-94
"2211",2020-08-19,"MO",70675,804120,NA,1414,874795,"Missouri",38.5,-92.5
"2212",2020-08-19,"MP",54,12866,29,2,12920,NA,NA,NA
"2213",2020-08-19,"MS",74555,452177,56577,2163,526732,"Mississippi",33,-90
"2214",2020-08-19,"MT",5956,200577,4357,84,206533,"Montana",47,-110
"2215",2020-08-19,"NC",147932,1830162,127749,2431,1978094,"North Carolina",35.5,-80
"2216",2020-08-19,"ND",8963,173558,7629,110,182521,"North Dakota",47,-100
"2217",2020-08-19,"NE",30825,297553,22798,368,328378,"Nebraska",41.5,-100
"2218",2020-08-19,"NH",7036,180973,6347,427,188009,"New Hampshire",44,-71.5
"2219",2020-08-19,"NJ",188427,2369285,33451,15887,2557712,"New Jersey",40,-74.5
"2220",2020-08-19,"NM",23579,659474,10802,723,683053,"New Mexico",34,-106
"2221",2020-08-19,"NV",63028,493498,1540,1134,556526,"Nevada",39,-117
"2222",2020-08-19,"NY",427202,6845201,74328,25270,7272403,"New York",43,-75
"2223",2020-08-19,"OH",110881,1777589,90436,3907,1888470,"Ohio",40.5,-82.5
"2224",2020-08-19,"OK",49923,732817,42047,699,782740,"Oklahoma",35.5,-98
"2225",2020-08-19,"OR",23870,477286,4468,408,501156,"Oregon",44,-120.5
"2226",2020-08-19,"PA",126149,1368318,99657,7523,1494467,"Pennsylvania",41,-77.5
"2227",2020-08-19,"PR",27934,305972,NA,356,333906,"Puerto Rico",18.2,-66.5
"2228",2020-08-19,"RI",20795,237519,2013,1027,258314,"Rhode Island",41.7,-71.5
"2229",2020-08-19,"SC",108411,775717,45205,2360,884128,"South Carolina",34,-81
"2230",2020-08-19,"SD",10566,120481,9189,155,131047,"South Dakota",44.5,-100
"2231",2020-08-19,"TN",137800,1791154,99085,1452,1928954,"Tennessee",36,-86
"2232",2020-08-19,"TX",557256,3959933,424685,10559,4517189,"Texas",31,-100
"2233",2020-08-19,"UT",47521,562841,38883,377,610362,"Utah",39,-111
"2234",2020-08-19,"VA",109019,1297996,13989,2410,1407358,"Virginia",38,-79
"2235",2020-08-19,"VI",828,12517,584,9,13360,"Virgin Islands",18.35,-64.933333
"2236",2020-08-19,"VT",1533,112364,1354,58,113897,"Vermont",44,-72.7
"2237",2020-08-19,"WA",70530,1273513,NA,1809,1344043,"Wahington",47.5,-120.5
"2238",2020-08-19,"WI",72134,1084163,58244,1067,1156463,"Wisconsin",44.5,-89.5
"2239",2020-08-19,"WV",8801,360923,6909,166,369724,"West Virginia",39,-80.5
"2240",2020-08-19,"WY",3430,59664,2786,34,63094,"Wyoming",43,-107.5
"2241",2020-08-18,"AK",5177,304832,1468,29,310009,"Alaska",65,-150
"2242",2020-08-18,"AL",110361,757898,41523,1936,868259,"Alabama",32.7,-86.7
"2243",2020-08-18,"AR",53487,579575,46970,619,633062,"Arkansas",34.8,-92.2
"2244",2020-08-18,"AS",0,1514,NA,0,1514,NA,NA,NA
"2245",2020-08-18,"AZ",194920,909077,28027,4529,1103997,"Arizona",34,-112
"2246",2020-08-18,"CA",632667,9416372,NA,11342,10049039,"California",37,-120
"2247",2020-08-18,"CO",53370,586280,5712,1778,639650,"Colorado",39,-105.5
"2248",2020-08-18,"CT",51255,941476,8809,4456,992731,"Connecticut",41.6,-72.7
"2249",2020-08-18,"DC",13325,236153,10595,599,249478,NA,NA,NA
"2250",2020-08-18,"DE",16593,197252,8749,593,213845,"Delaware",39,-75.5
"2251",2020-08-18,"FL",579932,3699108,NA,9893,4282854,"Florida",28.1,-81.6
"2252",2020-08-18,"GA",241677,1818642,NA,4794,2060319,"Georgia",33,-83.5
"2253",2020-08-18,"GU",577,28649,353,5,29226,"Guam",13.5,144.8
"2254",2020-08-18,"HI",5215,158984,1868,40,164199,"Hawaii",21.311389,-157.796389
"2255",2020-08-18,"IA",52951,504147,41565,989,557098,"Iowa",42,-93
"2256",2020-08-18,"ID",27942,198927,11093,273,226869,"Idaho",45,-114
"2257",2020-08-18,"IL",210926,3229678,NA,7993,3440604,"Illanois",40,-89
"2258",2020-08-18,"IN",81847,846767,61518,3165,928614,"Indiana",40,-86
"2259",2020-08-18,"KS",35167,319095,1409,405,354262,"Kansas",38.5,-98
"2260",2020-08-18,"KY",40299,686601,9233,830,726900,"Kentucky",37.5,-85
"2261",2020-08-18,"LA",139125,1550866,103512,4554,1689991,"Louisiana",31,-92
"2262",2020-08-18,"MA",123588,1352979,100486,8839,1476567,"Massachusetts",42.3,-71.8
"2263",2020-08-18,"MD",101235,1066070,6008,3650,1167305,"Maryland",39,-76.7
"2264",2020-08-18,"ME",4213,210113,3649,127,214326,"Maine",45.5,-69
"2265",2020-08-18,"MI",103403,2259122,67778,6608,2362525,"Michigan",44,-85
"2266",2020-08-18,"MN",66061,937245,59568,1767,1003306,"Minnesota",46,-94
"2267",2020-08-18,"MO",69417,798064,NA,1402,867481,"Missouri",38.5,-92.5
"2268",2020-08-18,"MP",54,12866,29,2,12920,NA,NA,NA
"2269",2020-08-18,"MS",73207,452177,56577,2128,525384,"Mississippi",33,-90
"2270",2020-08-18,"MT",5846,199666,4206,84,205512,"Montana",47,-110
"2271",2020-08-18,"NC",146779,1804341,127749,2396,1951120,"North Carolina",35.5,-80
"2272",2020-08-18,"ND",8775,172146,7485,109,180921,"North Dakota",47,-100
"2273",2020-08-18,"NE",30563,294924,22647,362,325487,"Nebraska",41.5,-100
"2274",2020-08-18,"NH",7017,179890,6333,424,186907,"New Hampshire",44,-71.5
"2275",2020-08-18,"NJ",188098,2344647,33403,15876,2532745,"New Jersey",40,-74.5
"2276",2020-08-18,"NM",23500,653650,10602,718,677150,"New Mexico",34,-106
"2277",2020-08-18,"NV",62639,491289,1518,1102,553928,"Nevada",39,-117
"2278",2020-08-18,"NY",426571,6765407,74258,25264,7191978,"New York",43,-75
"2279",2020-08-18,"OH",109923,1759075,89068,3871,1868998,"Ohio",40.5,-82.5
"2280",2020-08-18,"OK",49326,725674,41370,682,775000,"Oklahoma",35.5,-98
"2281",2020-08-18,"OR",23676,472662,4468,397,496338,"Oregon",44,-120.5
"2282",2020-08-18,"PA",125579,1353987,99207,7499,1479566,"Pennsylvania",41,-77.5
"2283",2020-08-18,"PR",27713,305972,NA,346,333685,"Puerto Rico",18.2,-66.5
"2284",2020-08-18,"RI",20692,215471,2004,1024,236163,"Rhode Island",41.7,-71.5
"2285",2020-08-18,"SC",107672,770809,45205,2343,878481,"South Carolina",34,-81
