"","date","state","positive","negative","recovered","death","total","state_name","lat","lng"
"1",2020-09-27,"AK",8431,434554,3502,56,442985,"Alaska",65,-150
"2",2020-09-27,"AL",152321,975685,64583,2501,1128006,"Alabama",32.7,-86.7
"3",2020-09-27,"AR",81242,861892,72602,1308,943134,"Arkansas",34.8,-92.2
"4",2020-09-27,"AS",0,1571,NA,0,1571,NA,NA,NA
"5",2020-09-27,"AZ",217237,1230608,34872,5623,1447845,"Arizona",34,-112
"6",2020-09-27,"CA",802308,13531190,NA,15587,14333498,"California",37,-120
"7",2020-09-27,"CO",68510,814332,6424,1940,882842,"Colorado",39,-105.5
"8",2020-09-27,"CT",56587,1462564,9310,4501,1519151,"Connecticut",41.6,-72.7
"9",2020-09-27,"DC",15250,365909,12037,624,381159,NA,NA,NA
"10",2020-09-27,"DE",20260,261764,10557,633,282024,"Delaware",39,-75.5
"11",2020-09-27,"FL",700564,4552877,NA,14202,5257442,"Florida",28.1,-81.6
"12",2020-09-27,"GA",314685,2571584,NA,6946,2886269,"Georgia",33,-83.5
"13",2020-09-27,"GU",2354,46365,1668,43,48719,"Guam",13.5,144.8
"14",2020-09-27,"HI",12018,279639,10126,131,291657,"Hawaii",21.311389,-157.796389
"15",2020-09-27,"IA",83636,670987,65838,1314,754623,"Iowa",42,-93
"16",2020-09-27,"ID",40296,264485,21468,460,304781,"Idaho",45,-114
"17",2020-09-27,"IL",290419,5191580,NA,8845,5481999,"Illanois",40,-89
"18",2020-09-27,"IN",117450,1241410,92552,3580,1358860,"Indiana",40,-86
"19",2020-09-27,"KS",56592,446178,2039,632,502770,"Kansas",38.5,-98
"20",2020-09-27,"KY",66491,1216560,11750,1157,1283051,"Kentucky",37.5,-85
"21",2020-09-27,"LA",166075,2117074,149640,5465,2283149,"Louisiana",31,-92
"22",2020-09-27,"MA",130642,2064199,111479,9404,2194841,"Massachusetts",42.3,-71.8
"23",2020-09-27,"MD",123403,1470960,7463,3935,1594363,"Maryland",39,-76.7
"24",2020-09-27,"ME",5288,415908,4567,140,421196,"Maine",45.5,-69
"25",2020-09-27,"MI",134373,3408684,95051,7044,3543057,"Michigan",44,-85
"26",2020-09-27,"MN",96734,1287778,86252,2060,1384512,"Minnesota",46,-94
"27",2020-09-27,"MO",123406,1174700,NA,2063,1298106,"Missouri",38.5,-92.5
"28",2020-09-27,"MP",70,14776,29,2,14846,NA,NA,NA
"29",2020-09-27,"MS",96859,634036,85327,2919,730895,"Mississippi",33,-90
"30",2020-09-27,"MT",12107,318200,8779,173,330307,"Montana",47,-110
"31",2020-09-27,"NC",207380,2771348,176422,3441,2978728,"North Carolina",35.5,-80
"32",2020-09-27,"ND",20724,216894,16727,156,237618,"North Dakota",47,-100
"33",2020-09-27,"NE",43596,401533,32584,469,445129,"Nebraska",41.5,-100
"34",2020-09-27,"NH",8121,257257,7379,439,265378,"New Hampshire",44,-71.5
"35",2020-09-27,"NJ",203548,3309718,34650,16109,3513266,"New Jersey",40,-74.5
"36",2020-09-27,"NM",28692,871245,16211,870,899937,"New Mexico",34,-106
"37",2020-09-27,"NV",78728,610228,2075,1585,688956,"Nevada",39,-117
"38",2020-09-27,"NY",455626,10052560,76595,25456,10508186,"New York",43,-75
"39",2020-09-27,"OH",150809,2920378,130193,4741,3071187,"Ohio",40.5,-82.5
"40",2020-09-27,"OK",83510,1075475,69754,1004,1165638,"Oklahoma",35.5,-98
"41",2020-09-27,"OR",32820,638670,5490,547,671490,"Oregon",44,-120.5
"42",2020-09-27,"PA",156150,1845070,127290,8106,2001220,"Pennsylvania",41,-77.5
"43",2020-09-27,"PR",46304,305972,NA,644,352276,"Puerto Rico",18.2,-66.5
"44",2020-09-27,"RI",24181,305853,2278,1107,330034,"Rhode Island",41.7,-71.5
"45",2020-09-27,"SC",145887,1106651,70028,3326,1252538,"South Carolina",34,-81
"46",2020-09-27,"SD",21541,165963,17533,218,187504,"South Dakota",44.5,-100
"47",2020-09-27,"TN",192995,2639541,175143,2377,2832536,"Tennessee",36,-86
"48",2020-09-27,"TX",735132,5281775,652376,15522,6016907,"Texas",31,-100
"49",2020-09-27,"UT",70615,740634,54201,453,811249,"Utah",39,-111
"50",2020-09-27,"VA",146144,1864395,17443,3159,2010804,"Virginia",38,-79
"51",2020-09-27,"VI",1317,18843,1217,19,20167,"Virgin Islands",18.35,-64.933333
"52",2020-09-27,"VT",1742,159248,1584,58,160990,"Vermont",44,-72.7
"53",2020-09-27,"WA",85830,1734793,NA,2100,1820623,"Wahington",47.5,-120.5
"54",2020-09-27,"WI",122478,1399218,95513,1291,1521906,"Wisconsin",44.5,-89.5
"55",2020-09-27,"WV",15348,534375,11160,334,549723,"West Virginia",39,-80.5
"56",2020-09-27,"WY",5633,92406,4519,50,98039,"Wyoming",43,-107.5
"57",2020-09-26,"AK",8315,434554,3267,52,442869,"Alaska",65,-150
"58",2020-09-26,"AL",151591,970048,64583,2501,1121639,"Alabama",32.7,-86.7
"59",2020-09-26,"AR",80755,855635,72051,1285,936390,"Arkansas",34.8,-92.2
"60",2020-09-26,"AS",0,1571,NA,0,1571,NA,NA,NA
"61",2020-09-26,"AZ",216826,1221851,34730,5622,1438677,"Arizona",34,-112
"62",2020-09-26,"CA",798237,13384493,NA,15532,14182730,"California",37,-120
"63",2020-09-26,"CO",67926,804806,6404,1940,872732,"Colorado",39,-105.5
"64",2020-09-26,"CT",56587,1462564,9310,4501,1519151,"Connecticut",41.6,-72.7
"65",2020-09-26,"DC",15215,362764,12029,624,377979,NA,NA,NA
"66",2020-09-26,"DE",20156,260243,10541,633,280399,"Delaware",39,-75.5
"67",2020-09-26,"FL",698682,4536325,NA,14190,5239008,"Florida",28.1,-81.6
"68",2020-09-26,"GA",313873,2558482,NA,6914,2872355,"Georgia",33,-83.5
"69",2020-09-26,"GU",2354,46365,1668,43,48719,"Guam",13.5,144.8
"70",2020-09-26,"HI",11891,278076,5397,127,289967,"Hawaii",21.311389,-157.796389
"71",2020-09-26,"IA",82944,667954,65490,1311,750898,"Iowa",42,-93
"72",2020-09-26,"ID",39757,262420,21291,458,302177,"Idaho",45,-114
"73",2020-09-26,"IL",288815,5142362,NA,8832,5431177,"Illanois",40,-89
"74",2020-09-26,"IN",116549,1233841,92306,3577,1350390,"Indiana",40,-86
"75",2020-09-26,"KS",56592,446178,2039,632,502770,"Kansas",38.5,-98
"76",2020-09-26,"KY",66036,1216560,11750,1154,1282596,"Kentucky",37.5,-85
"77",2020-09-26,"LA",165152,2090913,149640,5444,2256065,"Louisiana",31,-92
"78",2020-09-26,"MA",130050,2046728,111479,9391,2176778,"Massachusetts",42.3,-71.8
"79",2020-09-26,"MD",122972,1461328,7458,3925,1584300,"Maryland",39,-76.7
"80",2020-09-26,"ME",5260,401159,4538,140,406419,"Maine",45.5,-69
"81",2020-09-26,"MI",134373,3408684,95051,7044,3543057,"Michigan",44,-85
"82",2020-09-26,"MN",95659,1273023,85259,2056,1368682,"Minnesota",46,-94
"83",2020-09-26,"MO",122014,1167155,NA,2063,1289169,"Missouri",38.5,-92.5
"84",2020-09-26,"MP",69,14776,29,2,14845,NA,NA,NA
"85",2020-09-26,"MS",96677,634036,85327,2911,730713,"Mississippi",33,-90
"86",2020-09-26,"MT",11907,317378,8749,171,329285,"Montana",47,-110
"87",2020-09-26,"NC",206090,2741713,176422,3440,2947803,"North Carolina",35.5,-80
"88",2020-09-26,"ND",20380,215849,16481,156,236229,"North Dakota",47,-100
"89",2020-09-26,"NE",43162,397483,32238,468,440645,"Nebraska",41.5,-100
"90",2020-09-26,"NH",8121,257257,7379,439,265378,"New Hampshire",44,-71.5
"91",2020-09-26,"NJ",202850,3309718,34650,16103,3512568,"New Jersey",40,-74.5
"92",2020-09-26,"NM",28487,865002,16020,865,893489,"New Mexico",34,-106
"93",2020-09-26,"NV",78355,607323,2075,1582,685678,"Nevada",39,-117
"94",2020-09-26,"NY",454760,9968656,76528,25450,10423416,"New York",43,-75
"95",2020-09-26,"OH",150009,2883978,129498,4740,3033987,"Ohio",40.5,-82.5
"96",2020-09-26,"OK",83510,1075475,69754,1004,1165638,"Oklahoma",35.5,-98
"97",2020-09-26,"OR",32581,636090,5490,546,668671,"Oregon",44,-120.5
"98",2020-09-26,"PA",155232,1830292,127290,8103,1985524,"Pennsylvania",41,-77.5
"99",2020-09-26,"PR",45413,305972,NA,642,351385,"Puerto Rico",18.2,-66.5
"100",2020-09-26,"RI",24181,305853,2278,1107,330034,"Rhode Island",41.7,-71.5
"101",2020-09-26,"SC",145273,1097524,69629,3323,1242797,"South Carolina",34,-81
"102",2020-09-26,"SD",21133,165001,17173,218,186134,"South Dakota",44.5,-100
"103",2020-09-26,"TN",190891,2598988,174044,2374,2789879,"Tennessee",36,-86
"104",2020-09-26,"TX",733438,5261375,649580,15485,5994813,"Texas",31,-100
"105",2020-09-26,"UT",69547,735532,53806,448,805079,"Utah",39,-111
"106",2020-09-26,"VA",145408,1855171,17255,3144,2000889,"Virginia",38,-79
"107",2020-09-26,"VI",1296,18676,1209,19,19980,"Virgin Islands",18.35,-64.933333
"108",2020-09-26,"VT",1739,158537,1580,58,160276,"Vermont",44,-72.7
"109",2020-09-26,"WA",85226,1715795,NA,2100,1801021,"Wahington",47.5,-120.5
"110",2020-09-26,"WI",120231,1393412,94094,1291,1513854,"Wisconsin",44.5,-89.5
"111",2020-09-26,"WV",15158,527133,11121,332,542291,"West Virginia",39,-80.5
"112",2020-09-26,"WY",5465,92406,4479,50,97871,"Wyoming",43,-107.5
"113",2020-09-25,"AK",8202,433130,3042,51,441332,"Alaska",65,-150
"114",2020-09-25,"AL",150658,963364,64583,2491,1114022,"Alabama",32.7,-86.7
"115",2020-09-25,"AR",79946,848822,71426,1266,928768,"Arkansas",34.8,-92.2
"116",2020-09-25,"AS",0,1571,NA,0,1571,NA,NA,NA
"117",2020-09-25,"AZ",216367,1211657,34564,5587,1428024,"Arizona",34,-112
"118",2020-09-25,"CA",794040,13258207,NA,15398,14052247,"California",37,-120
"119",2020-09-25,"CO",67217,795588,6384,1935,862805,"Colorado",39,-105.5
"120",2020-09-25,"CT",56587,1462564,9310,4501,1519151,"Connecticut",41.6,-72.7
"121",2020-09-25,"DC",15163,358423,11990,623,373586,NA,NA,NA
"122",2020-09-25,"DE",20085,259289,10517,631,279374,"Delaware",39,-75.5
"123",2020-09-25,"FL",695887,4510107,NA,14083,5209981,"Florida",28.1,-81.6
"124",2020-09-25,"GA",312514,2534980,NA,6874,2847494,"Georgia",33,-83.5
"125",2020-09-25,"GU",2286,45970,1668,41,48256,"Guam",13.5,144.8
"126",2020-09-25,"HI",11779,275096,5265,124,286875,"Hawaii",21.311389,-157.796389
"127",2020-09-25,"IA",82045,662936,62648,1307,744981,"Iowa",42,-93
"128",2020-09-25,"ID",39234,260648,21105,457,299882,"Idaho",45,-114
"129",2020-09-25,"IL",286374,5079586,NA,8807,5365960,"Illanois",40,-89
"130",2020-09-25,"IN",115407,1226055,91866,3566,1341462,"Indiana",40,-86
"131",2020-09-25,"KS",56592,446178,2039,632,502770,"Kansas",38.5,-98
"132",2020-09-25,"KY",65066,1187262,11677,1149,1252328,"Kentucky",37.5,-85
"133",2020-09-25,"LA",165152,2090913,149640,5444,2256065,"Louisiana",31,-92
"134",2020-09-25,"MA",129481,2032933,111479,9373,2162414,"Massachusetts",42.3,-71.8
"135",2020-09-25,"MD",122359,1450125,7431,3917,1572484,"Maryland",39,-76.7
"136",2020-09-25,"ME",5235,401159,4507,140,406394,"Maine",45.5,-69
"137",2020-09-25,"MI",133377,3368935,90216,7027,3502312,"Michigan",44,-85
"138",2020-09-25,"MN",94189,1256967,84256,2046,1351156,"Minnesota",46,-94
"139",2020-09-25,"MO",120298,1152867,NA,1994,1273165,"Missouri",38.5,-92.5
"140",2020-09-25,"MP",69,14776,29,2,14845,NA,NA,NA
"141",2020-09-25,"MS",96032,630354,85327,2894,726386,"Mississippi",33,-90
"142",2020-09-25,"MT",11564,314552,8681,170,326116,"Montana",47,-110
"143",2020-09-25,"NC",204331,2703286,176422,3409,2907617,"North Carolina",35.5,-80
"144",2020-09-25,"ND",19885,214749,16104,156,234634,"North Dakota",47,-100
"145",2020-09-25,"NE",42731,394573,31774,462,437304,"Nebraska",41.5,-100
"146",2020-09-25,"NH",8044,239107,7325,438,247151,"New Hampshire",44,-71.5
"147",2020-09-25,"NJ",202100,3276611,34650,16097,3478711,"New Jersey",40,-74.5
"148",2020-09-25,"NM",28224,857149,15825,859,885373,"New Mexico",34,-106
"149",2020-09-25,"NV",77753,603583,2075,1573,681336,"Nevada",39,-117
"150",2020-09-25,"NY",453755,9869708,76456,25446,10323463,"New York",43,-75
"151",2020-09-25,"OH",148894,2846699,128369,4734,2995593,"Ohio",40.5,-82.5
"152",2020-09-25,"OK",82520,1058144,68911,993,1147032,"Oklahoma",35.5,-98
"153",2020-09-25,"OR",32314,630592,5490,542,662906,"Oregon",44,-120.5
"154",2020-09-25,"PA",154203,1816397,126446,8081,1970600,"Pennsylvania",41,-77.5
"155",2020-09-25,"PR",44905,305972,NA,635,350877,"Puerto Rico",18.2,-66.5
"156",2020-09-25,"RI",24181,305853,2278,1107,330034,"Rhode Island",41.7,-71.5
"157",2020-09-25,"SC",143902,1082565,68854,3297,1226467,"South Carolina",34,-81
"158",2020-09-25,"SD",20554,163393,16831,216,183947,"South Dakota",44.5,-100
"159",2020-09-25,"TN",189454,2573391,172618,2352,2762845,"Tennessee",36,-86
"160",2020-09-25,"TX",728552,5184897,646143,15364,5913449,"Texas",31,-100
"161",2020-09-25,"UT",68530,726687,53360,448,795217,"Utah",39,-111
"162",2020-09-25,"VA",144433,1836216,17185,3136,1980997,"Virginia",38,-79
"163",2020-09-25,"VI",1296,18676,1209,19,19980,"Virgin Islands",18.35,-64.933333
"164",2020-09-25,"VT",1731,157548,1576,58,159279,"Vermont",44,-72.7
"165",2020-09-25,"WA",84238,1699041,NA,2080,1783279,"Wahington",47.5,-120.5
"166",2020-09-25,"WI",117329,1383645,92366,1284,1501168,"Wisconsin",44.5,-89.5
"167",2020-09-25,"WV",14953,520441,10968,330,535394,"West Virginia",39,-80.5
"168",2020-09-25,"WY",5420,92406,4450,50,97826,"Wyoming",43,-107.5
"169",2020-09-24,"AK",7941,425257,2731,45,433198,"Alaska",65,-150
"170",2020-09-24,"AL",148206,944747,64583,2506,1092953,"Alabama",32.7,-86.7
"171",2020-09-24,"AR",79049,840737,70737,1246,919786,"Arkansas",34.8,-92.2
"172",2020-09-24,"AS",0,1571,NA,0,1571,NA,NA,NA
"173",2020-09-24,"AZ",215852,1204565,34393,5559,1420417,"Arizona",34,-112
"174",2020-09-24,"CA",790640,13162217,NA,15314,13952857,"California",37,-120
"175",2020-09-24,"CO",66669,786923,6351,1926,853592,"Colorado",39,-105.5
"176",2020-09-24,"CT",56472,1449001,9310,4499,1505473,"Connecticut",41.6,-72.7
"177",2020-09-24,"DC",15106,352761,11956,621,367867,NA,NA,NA
"178",2020-09-24,"DE",19947,257969,10487,630,277916,"Delaware",39,-75.5
"179",2020-09-24,"FL",693040,4486459,NA,13961,5183500,"Florida",28.1,-81.6
"180",2020-09-24,"GA",311046,2535146,NA,6822,2846192,"Georgia",33,-83.5
"181",2020-09-24,"GU",2263,45424,1568,38,47687,"Guam",13.5,144.8
"182",2020-09-24,"HI",11689,275096,5125,122,286785,"Hawaii",21.311389,-157.796389
"183",2020-09-24,"IA",81071,657509,61509,1302,738580,"Iowa",42,-93
"184",2020-09-24,"ID",38743,258700,20901,454,297443,"Idaho",45,-114
"185",2020-09-24,"IL",283569,5012307,NA,8774,5295876,"Illanois",40,-89
"186",2020-09-24,"IN",114236,1217372,90979,3548,1331608,"Indiana",40,-86
"187",2020-09-24,"KS",55226,437055,2008,621,492281,"Kansas",38.5,-98
"188",2020-09-24,"KY",64158,1169777,11570,1137,1233935,"Kentucky",37.5,-85
"189",2020-09-24,"LA",164446,2073088,149640,5423,2237534,"Louisiana",31,-92
"190",2020-09-24,"MA",128993,2017533,111479,9362,2146526,"Massachusetts",42.3,-71.8
"191",2020-09-24,"MD",121800,1439779,7416,3909,1561579,"Maryland",39,-76.7
"192",2020-09-24,"ME",5215,394751,4478,140,399966,"Maine",45.5,-69
"193",2020-09-24,"MI",132337,3330487,90216,7019,3462824,"Michigan",44,-85
"194",2020-09-24,"MN",93012,1243839,83862,2040,1336851,"Minnesota",46,-94
"195",2020-09-24,"MO",118311,1141220,NA,1952,1259531,"Missouri",38.5,-92.5
"196",2020-09-24,"MP",69,14776,29,2,14845,NA,NA,NA
"197",2020-09-24,"MS",95310,626449,85327,2874,721759,"Mississippi",33,-90
"198",2020-09-24,"MT",11242,310276,8634,165,321518,"Montana",47,-110
"199",2020-09-24,"NC",198189,2672002,176422,3356,2870191,"North Carolina",35.5,-80
"200",2020-09-24,"ND",19451,213662,15757,156,233113,"North Dakota",47,-100
"201",2020-09-24,"NE",42278,392091,31383,462,434369,"Nebraska",41.5,-100
"202",2020-09-24,"NH",8044,239107,7325,438,247151,"New Hampshire",44,-71.5
"203",2020-09-24,"NJ",201552,3250252,34650,16091,3451804,"New Jersey",40,-74.5
"204",2020-09-24,"NM",27987,850419,15669,857,878406,"New Mexico",34,-106
"205",2020-09-24,"NV",77197,598291,2062,1564,675488,"Nevada",39,-117
"206",2020-09-24,"NY",452847,9775798,76382,25439,10228645,"New York",43,-75
"207",2020-09-24,"OH",147744,2807971,127239,4715,2955715,"Ohio",40.5,-82.5
"208",2020-09-24,"OK",81244,1045682,67807,981,1134356,"Oklahoma",35.5,-98
"209",2020-09-24,"OR",31865,618633,5484,539,650498,"Oregon",44,-120.5
"210",2020-09-24,"PA",153397,1803470,125785,8079,1956867,"Pennsylvania",41,-77.5
"211",2020-09-24,"PR",43842,305972,NA,627,349814,"Puerto Rico",18.2,-66.5
"212",2020-09-24,"RI",24311,303272,2278,1106,327583,"Rhode Island",41.7,-71.5
"213",2020-09-24,"SC",142707,1064399,68079,3279,1207106,"South Carolina",34,-81
"214",2020-09-24,"SD",20097,161564,16596,210,181661,"South Dakota",44.5,-100
"215",2020-09-24,"TN",187544,2541844,171153,2310,2729388,"Tennessee",36,-86
"216",2020-09-24,"TX",723919,5136914,642169,15267,5860833,"Texas",31,-100
"217",2020-09-24,"UT",67119,717856,52860,444,784975,"Utah",39,-111
"218",2020-09-24,"VA",143492,1816517,17099,3113,1960367,"Virginia",38,-79
"219",2020-09-24,"VI",1290,18534,1208,19,19835,"Virgin Islands",18.35,-64.933333
"220",2020-09-24,"VT",1724,156465,1566,58,158189,"Vermont",44,-72.7
"221",2020-09-24,"WA",83702,1659594,NA,2081,1743296,"Wahington",47.5,-120.5
"222",2020-09-24,"WI",114700,1371070,90726,1275,1485978,"Wisconsin",44.5,-89.5
"223",2020-09-24,"WV",14706,514319,10831,325,529025,"West Virginia",39,-80.5
"224",2020-09-24,"WY",5305,91335,4364,50,96640,"Wyoming",43,-107.5
"225",2020-09-23,"AK",7941,425257,2731,45,433198,"Alaska",65,-150
"226",2020-09-23,"AL",147153,938451,64583,2488,1085604,"Alabama",32.7,-86.7
"227",2020-09-23,"AR",77963,831301,69952,1229,909264,"Arkansas",34.8,-92.2
"228",2020-09-23,"AS",0,1571,NA,0,1571,NA,NA,NA
"229",2020-09-23,"AZ",215284,1194582,34227,5525,1409866,"Arizona",34,-112
"230",2020-09-23,"CA",787470,13091953,NA,15204,13879423,"California",37,-120
"231",2020-09-23,"CO",66053,779058,6332,1926,845111,"Colorado",39,-105.5
"232",2020-09-23,"CT",56315,1433583,9204,4497,1489898,"Connecticut",41.6,-72.7
"233",2020-09-23,"DC",15050,348398,11929,621,363448,NA,NA,NA
"234",2020-09-23,"DE",19830,256214,10443,629,276044,"Delaware",39,-75.5
"235",2020-09-23,"FL",690499,4465481,NA,13782,5159945,"Florida",28.1,-81.6
"236",2020-09-23,"GA",309678,2493537,NA,6773,2803215,"Georgia",33,-83.5
"237",2020-09-23,"GU",2235,45016,1543,37,47251,"Guam",13.5,144.8
"238",2020-09-23,"HI",11522,272547,4992,120,284069,"Hawaii",21.311389,-157.796389
"239",2020-09-23,"IA",79923,651930,60350,1294,731853,"Iowa",42,-93
"240",2020-09-23,"ID",38347,257054,20674,451,295401,"Idaho",45,-114
"241",2020-09-23,"IL",281312,4952493,NA,8744,5233805,"Illanois",40,-89
"242",2020-09-23,"IN",113337,1209482,90069,3530,1322819,"Indiana",40,-86
"243",2020-09-23,"KS",55226,437055,2008,621,492281,"Kansas",38.5,-98
"244",2020-09-23,"KY",63517,1160625,11480,1124,1224142,"Kentucky",37.5,-85
"245",2020-09-23,"LA",163869,2056140,149640,5407,2220009,"Louisiana",31,-92
"246",2020-09-23,"MA",128512,1999432,111479,9347,2127944,"Massachusetts",42.3,-71.8
"247",2020-09-23,"MD",121297,1430808,7396,3902,1552105,"Maryland",39,-76.7
"248",2020-09-23,"ME",5171,380864,4445,140,386035,"Maine",45.5,-69
"249",2020-09-23,"MI",131259,3293848,90216,7013,3425107,"Michigan",44,-85
"250",2020-09-23,"MN",92100,1231851,83507,2037,1323951,"Minnesota",46,-94
"251",2020-09-23,"MO",116946,1127617,NA,1947,1244563,"Missouri",38.5,-92.5
"252",2020-09-23,"MP",69,14776,29,2,14845,NA,NA,NA
"253",2020-09-23,"MS",94573,622138,85327,2870,716711,"Mississippi",33,-90
"254",2020-09-23,"MT",10912,306248,8510,165,317160,"Montana",47,-110
"255",2020-09-23,"NC",196501,2645926,176422,3316,2842427,"North Carolina",35.5,-80
"256",2020-09-23,"ND",18981,212871,15476,156,231852,"North Dakota",47,-100
"257",2020-09-23,"NE",41785,389317,31212,461,431102,"Nebraska",41.5,-100
"258",2020-09-23,"NH",8007,236482,7303,438,244489,"New Hampshire",44,-71.5
"259",2020-09-23,"NJ",200988,3221759,34729,16082,3422747,"New Jersey",40,-74.5
"260",2020-09-23,"NM",27790,844541,15586,854,872331,"New Mexico",34,-106
"261",2020-09-23,"NV",76807,595117,2059,1556,671924,"Nevada",39,-117
"262",2020-09-23,"NY",451892,9683800,76306,25437,10135692,"New York",43,-75
"263",2020-09-23,"OH",146753,2784446,126023,4687,2931199,"Ohio",40.5,-82.5
"264",2020-09-23,"OK",80161,1034165,66779,970,1120393,"Oklahoma",35.5,-98
"265",2020-09-23,"OR",31503,614622,5475,538,646125,"Oregon",44,-120.5
"266",2020-09-23,"PA",152544,1790412,123560,8062,1942956,"Pennsylvania",41,-77.5
"267",2020-09-23,"PR",42660,305972,NA,617,348632,"Puerto Rico",18.2,-66.5
"268",2020-09-23,"RI",24177,300943,2275,1102,325120,"Rhode Island",41.7,-71.5
"269",2020-09-23,"SC",141686,1048898,67491,3262,1190584,"South Carolina",34,-81
"270",2020-09-23,"SD",19634,160498,16324,202,180132,"South Dakota",44.5,-100
"271",2020-09-23,"TN",186709,2526634,169649,2275,2713343,"Tennessee",36,-86
"272",2020-09-23,"TX",719599,5021075,618054,15129,5740674,"Texas",31,-100
"273",2020-09-23,"UT",65921,709937,52357,444,775858,"Utah",39,-111
"274",2020-09-23,"VA",142590,1786980,17038,3089,1929868,"Virginia",38,-79
"275",2020-09-23,"VI",1278,18340,1198,19,19625,"Virgin Islands",18.35,-64.933333
"276",2020-09-23,"VT",1722,155541,1565,58,157263,"Vermont",44,-72.7
"277",2020-09-23,"WA",83193,1657706,NA,2070,1740899,"Wahington",47.5,-120.5
"278",2020-09-23,"WI",112222,1360183,89393,1268,1472603,"Wisconsin",44.5,-89.5
"279",2020-09-23,"WV",14504,511076,10721,319,525580,"West Virginia",39,-80.5
"280",2020-09-23,"WY",5169,89824,4277,50,94993,"Wyoming",43,-107.5
"281",2020-09-22,"AK",7886,423305,2668,45,431191,"Alaska",65,-150
"282",2020-09-22,"AL",146584,933565,61232,2457,1080149,"Alabama",32.7,-86.7
"283",2020-09-22,"AR",76981,823225,69184,1209,900206,"Arkansas",34.8,-92.2
"284",2020-09-22,"AS",0,1571,NA,0,1571,NA,NA,NA
"285",2020-09-22,"AZ",214846,1185808,34053,5498,1400654,"Arizona",34,-112
"286",2020-09-22,"CA",784324,13019731,NA,15071,13804055,"California",37,-120
"287",2020-09-22,"CO",65399,773485,6306,1914,838884,"Colorado",39,-105.5
"288",2020-09-22,"CT",56160,1423664,9204,4496,1479824,"Connecticut",41.6,-72.7
"289",2020-09-22,"DC",15021,346612,11886,621,361633,NA,NA,NA
"290",2020-09-22,"DE",19761,255076,10411,628,274837,"Delaware",39,-75.5
"291",2020-09-22,"FL",687909,4444433,NA,13579,5136292,"Florida",28.1,-81.6
"292",2020-09-22,"GA",308221,2475206,NA,6677,2783427,"Georgia",33,-83.5
"293",2020-09-22,"GU",2190,44638,1507,37,46828,"Guam",13.5,144.8
"294",2020-09-22,"HI",11459,271121,4888,120,282580,"Hawaii",21.311389,-157.796389
"295",2020-09-22,"IA",78887,646195,59216,1286,725082,"Iowa",42,-93
"296",2020-09-22,"ID",37901,256170,20485,447,294071,"Idaho",45,-114
"297",2020-09-22,"IL",279464,4907950,NA,8722,5187414,"Illanois",40,-89
"298",2020-09-22,"IN",112626,1202814,89072,3520,1315440,"Indiana",40,-86
"299",2020-09-22,"KS",53959,430732,1970,600,484691,"Kansas",38.5,-98
"300",2020-09-22,"KY",62731,1012889,11361,1119,1075620,"Kentucky",37.5,-85
"301",2020-09-22,"LA",163253,2043721,145570,5386,2206974,"Louisiana",31,-92
"302",2020-09-22,"MA",127969,1979312,109397,9328,2107281,"Massachusetts",42.3,-71.8
"303",2020-09-22,"MD",120912,1423102,7394,3895,1544014,"Maryland",39,-76.7
"304",2020-09-22,"ME",5146,370286,4407,140,375432,"Maine",45.5,-69
"305",2020-09-22,"MI",130357,3260521,90216,6997,3390878,"Michigan",44,-85
"306",2020-09-22,"MN",91422,1226011,82833,2031,1317433,"Minnesota",46,-94
"307",2020-09-22,"MO",115366,1126383,NA,1864,1241749,"Missouri",38.5,-92.5
"308",2020-09-22,"MP",69,14316,29,2,14385,NA,NA,NA
"309",2020-09-22,"MS",94021,618480,85327,2846,712501,"Mississippi",33,-90
"310",2020-09-22,"MT",10700,303309,7937,163,314009,"Montana",47,-110
"311",2020-09-22,"NC",195549,2629380,176422,3286,2824929,"North Carolina",35.5,-80
"312",2020-09-22,"ND",18508,211562,15220,156,230070,"North Dakota",47,-100
"313",2020-09-22,"NE",41388,386658,31047,452,428046,"Nebraska",41.5,-100
"314",2020-09-22,"NH",7990,235537,7259,438,243527,"New Hampshire",44,-71.5
"315",2020-09-22,"NJ",200580,3197069,34697,16076,3397649,"New Jersey",40,-74.5
"316",2020-09-22,"NM",27683,839000,15518,851,866683,"New Mexico",34,-106
"317",2020-09-22,"NV",76298,592776,2052,1546,669074,"Nevada",39,-117
"318",2020-09-22,"NY",451227,9613535,76246,25432,10064762,"New York",43,-75
"319",2020-09-22,"OH",145850,2742937,124774,4635,2888787,"Ohio",40.5,-82.5
"320",2020-09-22,"OK",79072,1022767,65482,962,1105375,"Oklahoma",35.5,-98
"321",2020-09-22,"OR",31313,611268,5431,532,642581,"Oregon",44,-120.5
"322",2020-09-22,"PA",151646,1777916,122833,8023,1929562,"Pennsylvania",41,-77.5
"323",2020-09-22,"PR",42596,305972,NA,613,348568,"Puerto Rico",18.2,-66.5
"324",2020-09-22,"RI",24044,298347,2272,1099,322391,"Rhode Island",41.7,-71.5
"325",2020-09-22,"SC",140789,1031695,68748,3243,1172484,"South Carolina",34,-81
"326",2020-09-22,"SD",19189,159157,16170,202,178346,"South Dakota",44.5,-100
"327",2020-09-22,"TN",185148,2506256,167778,2261,2691404,"Tennessee",36,-86
"328",2020-09-22,"TX",716207,4951525,613896,14994,5667732,"Texas",31,-100
