,date,state,cases,deaths,state_name,lat,long
1,26/02/2020,SP,1,0,Sao Paulo,-23.533333,-46.633333
2,26/02/2020,PR,0,0,Parana,-24,-51
3,26/02/2020,RS,0,0,Rio Grande do Sul,-30,-53
4,26/02/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
5,27/02/2020,DF,0,0,Distrito Federal,-15.795,-47.757778
6,27/02/2020,GO,0,0,Goias,-15.933333,-50.133333
7,27/02/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
8,27/02/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
9,27/02/2020,AL,0,0,Alagoas,-9.57,-36.55
10,27/02/2020,BA,0,0,Bahia,-12,-41
11,27/02/2020,CE,0,0,Ceara,-5.08,-39.65
12,27/02/2020,MA,0,0,Maranhao,-6.183333,-45.616667
13,27/02/2020,PB,0,0,Paraiba,-7.166667,-36.833333
14,27/02/2020,PE,0,0,Pernambuco,-8.333333,-37.8
15,27/02/2020,PI,0,0,Piaui,-8.233333,-43.1
16,27/02/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
17,27/02/2020,SE,0,0,Sergipe,-10.56,-37.36
18,27/02/2020,AC,0,0,Acre,-9,-70
19,27/02/2020,AM,0,0,Amazonas,-5,-63
20,27/02/2020,AP,0,0,Amapa,1,-52
21,27/02/2020,PA,0,0,Para,-5.666667,-52.733333
22,27/02/2020,RO,0,0,Rondonia,-10.9,-62.76
23,27/02/2020,RR,0,0,Roraima,2.05,-61.4
24,27/02/2020,TO,0,0,Tocantins,-10.183333,-48.333333
25,27/02/2020,ES,0,0,Espirito Santo,-20.266667,-40.283333
26,27/02/2020,MG,0,0,Minas Gerais,-19.816667,-43.95
27,27/02/2020,RJ,0,0,Rio de Janeiro,-22.9,-43.2
28,27/02/2020,SP,1,0,Sao Paulo,-23.533333,-46.633333
29,27/02/2020,PR,0,0,Parana,-24,-51
30,27/02/2020,RS,0,0,Rio Grande do Sul,-30,-53
31,27/02/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
32,28/02/2020,DF,0,0,Distrito Federal,-15.795,-47.757778
33,28/02/2020,GO,0,0,Goias,-15.933333,-50.133333
34,28/02/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
35,28/02/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
36,28/02/2020,AL,0,0,Alagoas,-9.57,-36.55
37,28/02/2020,BA,0,0,Bahia,-12,-41
38,28/02/2020,CE,0,0,Ceara,-5.08,-39.65
39,28/02/2020,MA,0,0,Maranhao,-6.183333,-45.616667
40,28/02/2020,PB,0,0,Paraiba,-7.166667,-36.833333
41,28/02/2020,PE,0,0,Pernambuco,-8.333333,-37.8
42,28/02/2020,PI,0,0,Piaui,-8.233333,-43.1
43,28/02/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
44,28/02/2020,SE,0,0,Sergipe,-10.56,-37.36
45,28/02/2020,AC,0,0,Acre,-9,-70
46,28/02/2020,AM,0,0,Amazonas,-5,-63
47,28/02/2020,AP,0,0,Amapa,1,-52
48,28/02/2020,PA,0,0,Para,-5.666667,-52.733333
49,28/02/2020,RO,0,0,Rondonia,-10.9,-62.76
50,28/02/2020,RR,0,0,Roraima,2.05,-61.4
51,28/02/2020,TO,0,0,Tocantins,-10.183333,-48.333333
52,28/02/2020,ES,0,0,Espirito Santo,-20.266667,-40.283333
53,28/02/2020,MG,0,0,Minas Gerais,-19.816667,-43.95
54,28/02/2020,RJ,0,0,Rio de Janeiro,-22.9,-43.2
55,28/02/2020,SP,1,0,Sao Paulo,-23.533333,-46.633333
56,28/02/2020,PR,0,0,Parana,-24,-51
57,28/02/2020,RS,0,0,Rio Grande do Sul,-30,-53
58,28/02/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
59,29/02/2020,DF,0,0,Distrito Federal,-15.795,-47.757778
60,29/02/2020,GO,0,0,Goias,-15.933333,-50.133333
61,29/02/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
62,29/02/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
63,29/02/2020,AL,0,0,Alagoas,-9.57,-36.55
64,29/02/2020,BA,0,0,Bahia,-12,-41
65,29/02/2020,CE,0,0,Ceara,-5.08,-39.65
66,29/02/2020,MA,0,0,Maranhao,-6.183333,-45.616667
67,29/02/2020,PB,0,0,Paraiba,-7.166667,-36.833333
68,29/02/2020,PE,0,0,Pernambuco,-8.333333,-37.8
69,29/02/2020,PI,0,0,Piaui,-8.233333,-43.1
70,29/02/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
71,29/02/2020,SE,0,0,Sergipe,-10.56,-37.36
72,29/02/2020,AC,0,0,Acre,-9,-70
73,29/02/2020,AM,0,0,Amazonas,-5,-63
74,29/02/2020,AP,0,0,Amapa,1,-52
75,29/02/2020,PA,0,0,Para,-5.666667,-52.733333
76,29/02/2020,RO,0,0,Rondonia,-10.9,-62.76
77,29/02/2020,RR,0,0,Roraima,2.05,-61.4
78,29/02/2020,TO,0,0,Tocantins,-10.183333,-48.333333
79,29/02/2020,ES,0,0,Espirito Santo,-20.266667,-40.283333
80,29/02/2020,MG,0,0,Minas Gerais,-19.816667,-43.95
81,29/02/2020,RJ,0,0,Rio de Janeiro,-22.9,-43.2
82,29/02/2020,SP,2,0,Sao Paulo,-23.533333,-46.633333
83,29/02/2020,PR,0,0,Parana,-24,-51
84,29/02/2020,RS,0,0,Rio Grande do Sul,-30,-53
85,29/02/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
86,1/03/2020,DF,0,0,Distrito Federal,-15.795,-47.757778
87,1/03/2020,GO,0,0,Goias,-15.933333,-50.133333
88,1/03/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
89,1/03/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
90,1/03/2020,AL,0,0,Alagoas,-9.57,-36.55
91,1/03/2020,BA,0,0,Bahia,-12,-41
92,1/03/2020,CE,0,0,Ceara,-5.08,-39.65
93,1/03/2020,MA,0,0,Maranhao,-6.183333,-45.616667
94,1/03/2020,PB,0,0,Paraiba,-7.166667,-36.833333
95,1/03/2020,PE,0,0,Pernambuco,-8.333333,-37.8
96,1/03/2020,PI,0,0,Piaui,-8.233333,-43.1
97,1/03/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
98,1/03/2020,SE,0,0,Sergipe,-10.56,-37.36
99,1/03/2020,AC,0,0,Acre,-9,-70
100,1/03/2020,AM,0,0,Amazonas,-5,-63
101,1/03/2020,AP,0,0,Amapa,1,-52
102,1/03/2020,PA,0,0,Para,-5.666667,-52.733333
103,1/03/2020,RO,0,0,Rondonia,-10.9,-62.76
104,1/03/2020,RR,0,0,Roraima,2.05,-61.4
105,1/03/2020,TO,0,0,Tocantins,-10.183333,-48.333333
106,1/03/2020,ES,0,0,Espirito Santo,-20.266667,-40.283333
107,1/03/2020,MG,0,0,Minas Gerais,-19.816667,-43.95
108,1/03/2020,RJ,0,0,Rio de Janeiro,-22.9,-43.2
109,1/03/2020,SP,2,0,Sao Paulo,-23.533333,-46.633333
110,1/03/2020,PR,0,0,Parana,-24,-51
111,1/03/2020,RS,0,0,Rio Grande do Sul,-30,-53
112,1/03/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
113,2/03/2020,DF,0,0,Distrito Federal,-15.795,-47.757778
114,2/03/2020,GO,0,0,Goias,-15.933333,-50.133333
115,2/03/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
116,2/03/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
117,2/03/2020,AL,0,0,Alagoas,-9.57,-36.55
118,2/03/2020,BA,0,0,Bahia,-12,-41
119,2/03/2020,CE,0,0,Ceara,-5.08,-39.65
120,2/03/2020,MA,0,0,Maranhao,-6.183333,-45.616667
121,2/03/2020,PB,0,0,Paraiba,-7.166667,-36.833333
122,2/03/2020,PE,0,0,Pernambuco,-8.333333,-37.8
123,2/03/2020,PI,0,0,Piaui,-8.233333,-43.1
124,2/03/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
125,2/03/2020,SE,0,0,Sergipe,-10.56,-37.36
126,2/03/2020,AC,0,0,Acre,-9,-70
127,2/03/2020,AM,0,0,Amazonas,-5,-63
128,2/03/2020,AP,0,0,Amapa,1,-52
129,2/03/2020,PA,0,0,Para,-5.666667,-52.733333
130,2/03/2020,RO,0,0,Rondonia,-10.9,-62.76
131,2/03/2020,RR,0,0,Roraima,2.05,-61.4
132,2/03/2020,TO,0,0,Tocantins,-10.183333,-48.333333
133,2/03/2020,ES,0,0,Espirito Santo,-20.266667,-40.283333
134,2/03/2020,MG,0,0,Minas Gerais,-19.816667,-43.95
135,2/03/2020,RJ,0,0,Rio de Janeiro,-22.9,-43.2
136,2/03/2020,SP,2,0,Sao Paulo,-23.533333,-46.633333
137,2/03/2020,PR,0,0,Parana,-24,-51
138,2/03/2020,RS,0,0,Rio Grande do Sul,-30,-53
139,2/03/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
140,3/03/2020,DF,0,0,Distrito Federal,-15.795,-47.757778
141,3/03/2020,GO,0,0,Goias,-15.933333,-50.133333
142,3/03/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
143,3/03/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
144,3/03/2020,AL,0,0,Alagoas,-9.57,-36.55
145,3/03/2020,BA,0,0,Bahia,-12,-41
146,3/03/2020,CE,0,0,Ceara,-5.08,-39.65
147,3/03/2020,MA,0,0,Maranhao,-6.183333,-45.616667
148,3/03/2020,PB,0,0,Paraiba,-7.166667,-36.833333
149,3/03/2020,PE,0,0,Pernambuco,-8.333333,-37.8
150,3/03/2020,PI,0,0,Piaui,-8.233333,-43.1
151,3/03/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
152,3/03/2020,SE,0,0,Sergipe,-10.56,-37.36
153,3/03/2020,AC,0,0,Acre,-9,-70
154,3/03/2020,AM,0,0,Amazonas,-5,-63
155,3/03/2020,AP,0,0,Amapa,1,-52
156,3/03/2020,PA,0,0,Para,-5.666667,-52.733333
157,3/03/2020,RO,0,0,Rondonia,-10.9,-62.76
158,3/03/2020,RR,0,0,Roraima,2.05,-61.4
159,3/03/2020,TO,0,0,Tocantins,-10.183333,-48.333333
160,3/03/2020,ES,0,0,Espirito Santo,-20.266667,-40.283333
161,3/03/2020,MG,0,0,Minas Gerais,-19.816667,-43.95
162,3/03/2020,RJ,0,0,Rio de Janeiro,-22.9,-43.2
163,3/03/2020,SP,2,0,Sao Paulo,-23.533333,-46.633333
164,3/03/2020,PR,0,0,Parana,-24,-51
165,3/03/2020,RS,0,0,Rio Grande do Sul,-30,-53
166,3/03/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
167,4/03/2020,DF,0,0,Distrito Federal,-15.795,-47.757778
168,4/03/2020,GO,0,0,Goias,-15.933333,-50.133333
169,4/03/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
170,4/03/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
171,4/03/2020,AL,0,0,Alagoas,-9.57,-36.55
172,4/03/2020,BA,0,0,Bahia,-12,-41
173,4/03/2020,CE,0,0,Ceara,-5.08,-39.65
174,4/03/2020,MA,0,0,Maranhao,-6.183333,-45.616667
175,4/03/2020,PB,0,0,Paraiba,-7.166667,-36.833333
176,4/03/2020,PE,0,0,Pernambuco,-8.333333,-37.8
177,4/03/2020,PI,0,0,Piaui,-8.233333,-43.1
178,4/03/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
179,4/03/2020,SE,0,0,Sergipe,-10.56,-37.36
180,4/03/2020,AC,0,0,Acre,-9,-70
181,4/03/2020,AM,0,0,Amazonas,-5,-63
182,4/03/2020,AP,0,0,Amapa,1,-52
183,4/03/2020,PA,0,0,Para,-5.666667,-52.733333
184,4/03/2020,RO,0,0,Rondonia,-10.9,-62.76
185,4/03/2020,RR,0,0,Roraima,2.05,-61.4
186,4/03/2020,TO,0,0,Tocantins,-10.183333,-48.333333
187,4/03/2020,ES,0,0,Espirito Santo,-20.266667,-40.283333
188,4/03/2020,MG,0,0,Minas Gerais,-19.816667,-43.95
189,4/03/2020,RJ,0,0,Rio de Janeiro,-22.9,-43.2
190,4/03/2020,SP,3,0,Sao Paulo,-23.533333,-46.633333
191,4/03/2020,PR,0,0,Parana,-24,-51
192,4/03/2020,RS,0,0,Rio Grande do Sul,-30,-53
193,4/03/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
194,5/03/2020,DF,0,0,Distrito Federal,-15.795,-47.757778
195,5/03/2020,GO,0,0,Goias,-15.933333,-50.133333
196,5/03/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
197,5/03/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
198,5/03/2020,AL,0,0,Alagoas,-9.57,-36.55
199,5/03/2020,BA,0,0,Bahia,-12,-41
200,5/03/2020,CE,0,0,Ceara,-5.08,-39.65
201,5/03/2020,MA,0,0,Maranhao,-6.183333,-45.616667
202,5/03/2020,PB,0,0,Paraiba,-7.166667,-36.833333
203,5/03/2020,PE,0,0,Pernambuco,-8.333333,-37.8
204,5/03/2020,PI,0,0,Piaui,-8.233333,-43.1
205,5/03/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
206,5/03/2020,SE,0,0,Sergipe,-10.56,-37.36
207,5/03/2020,AC,0,0,Acre,-9,-70
208,5/03/2020,AM,0,0,Amazonas,-5,-63
209,5/03/2020,AP,0,0,Amapa,1,-52
210,5/03/2020,PA,0,0,Para,-5.666667,-52.733333
211,5/03/2020,RO,0,0,Rondonia,-10.9,-62.76
212,5/03/2020,RR,0,0,Roraima,2.05,-61.4
213,5/03/2020,TO,0,0,Tocantins,-10.183333,-48.333333
214,5/03/2020,ES,0,0,Espirito Santo,-20.266667,-40.283333
215,5/03/2020,MG,0,0,Minas Gerais,-19.816667,-43.95
216,5/03/2020,RJ,1,0,Rio de Janeiro,-22.9,-43.2
217,5/03/2020,SP,6,0,Sao Paulo,-23.533333,-46.633333
218,5/03/2020,PR,0,0,Parana,-24,-51
219,5/03/2020,RS,0,0,Rio Grande do Sul,-30,-53
220,5/03/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
221,6/03/2020,DF,0,0,Distrito Federal,-15.795,-47.757778
222,6/03/2020,GO,0,0,Goias,-15.933333,-50.133333
223,6/03/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
224,6/03/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
225,6/03/2020,AL,0,0,Alagoas,-9.57,-36.55
226,6/03/2020,BA,1,0,Bahia,-12,-41
227,6/03/2020,CE,0,0,Ceara,-5.08,-39.65
228,6/03/2020,MA,0,0,Maranhao,-6.183333,-45.616667
229,6/03/2020,PB,0,0,Paraiba,-7.166667,-36.833333
230,6/03/2020,PE,0,0,Pernambuco,-8.333333,-37.8
231,6/03/2020,PI,0,0,Piaui,-8.233333,-43.1
232,6/03/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
233,6/03/2020,SE,0,0,Sergipe,-10.56,-37.36
234,6/03/2020,AC,0,0,Acre,-9,-70
235,6/03/2020,AM,0,0,Amazonas,-5,-63
236,6/03/2020,AP,0,0,Amapa,1,-52
237,6/03/2020,PA,0,0,Para,-5.666667,-52.733333
238,6/03/2020,RO,0,0,Rondonia,-10.9,-62.76
239,6/03/2020,RR,0,0,Roraima,2.05,-61.4
240,6/03/2020,TO,0,0,Tocantins,-10.183333,-48.333333
241,6/03/2020,ES,1,0,Espirito Santo,-20.266667,-40.283333
242,6/03/2020,MG,0,0,Minas Gerais,-19.816667,-43.95
243,6/03/2020,RJ,1,0,Rio de Janeiro,-22.9,-43.2
244,6/03/2020,SP,10,0,Sao Paulo,-23.533333,-46.633333
245,6/03/2020,PR,0,0,Parana,-24,-51
246,6/03/2020,RS,0,0,Rio Grande do Sul,-30,-53
247,6/03/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
248,7/03/2020,DF,1,0,Distrito Federal,-15.795,-47.757778
249,7/03/2020,GO,0,0,Goias,-15.933333,-50.133333
250,7/03/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
251,7/03/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
252,7/03/2020,AL,0,0,Alagoas,-9.57,-36.55
253,7/03/2020,BA,2,0,Bahia,-12,-41
254,7/03/2020,CE,0,0,Ceara,-5.08,-39.65
255,7/03/2020,MA,0,0,Maranhao,-6.183333,-45.616667
256,7/03/2020,PB,0,0,Paraiba,-7.166667,-36.833333
257,7/03/2020,PE,0,0,Pernambuco,-8.333333,-37.8
258,7/03/2020,PI,0,0,Piaui,-8.233333,-43.1
259,7/03/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
260,7/03/2020,SE,0,0,Sergipe,-10.56,-37.36
261,7/03/2020,AC,0,0,Acre,-9,-70
262,7/03/2020,AM,0,0,Amazonas,-5,-63
263,7/03/2020,AP,0,0,Amapa,1,-52
264,7/03/2020,PA,0,0,Para,-5.666667,-52.733333
265,7/03/2020,RO,0,0,Rondonia,-10.9,-62.76
266,7/03/2020,RR,0,0,Roraima,2.05,-61.4
267,7/03/2020,TO,0,0,Tocantins,-10.183333,-48.333333
268,7/03/2020,ES,1,0,Espirito Santo,-20.266667,-40.283333
269,7/03/2020,MG,0,0,Minas Gerais,-19.816667,-43.95
270,7/03/2020,RJ,2,0,Rio de Janeiro,-22.9,-43.2
271,7/03/2020,SP,13,0,Sao Paulo,-23.533333,-46.633333
272,7/03/2020,PR,0,0,Parana,-24,-51
273,7/03/2020,RS,0,0,Rio Grande do Sul,-30,-53
274,7/03/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
275,8/03/2020,DF,1,0,Distrito Federal,-15.795,-47.757778
276,8/03/2020,GO,0,0,Goias,-15.933333,-50.133333
277,8/03/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
278,8/03/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
279,8/03/2020,AL,1,0,Alagoas,-9.57,-36.55
280,8/03/2020,BA,2,0,Bahia,-12,-41
281,8/03/2020,CE,0,0,Ceara,-5.08,-39.65
282,8/03/2020,MA,0,0,Maranhao,-6.183333,-45.616667
283,8/03/2020,PB,0,0,Paraiba,-7.166667,-36.833333
284,8/03/2020,PE,0,0,Pernambuco,-8.333333,-37.8
285,8/03/2020,PI,0,0,Piaui,-8.233333,-43.1
286,8/03/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
287,8/03/2020,SE,0,0,Sergipe,-10.56,-37.36
288,8/03/2020,AC,0,0,Acre,-9,-70
289,8/03/2020,AM,0,0,Amazonas,-5,-63
290,8/03/2020,AP,0,0,Amapa,1,-52
291,8/03/2020,PA,0,0,Para,-5.666667,-52.733333
292,8/03/2020,RO,0,0,Rondonia,-10.9,-62.76
293,8/03/2020,RR,0,0,Roraima,2.05,-61.4
294,8/03/2020,TO,0,0,Tocantins,-10.183333,-48.333333
295,8/03/2020,ES,1,0,Espirito Santo,-20.266667,-40.283333
296,8/03/2020,MG,1,0,Minas Gerais,-19.816667,-43.95
297,8/03/2020,RJ,3,0,Rio de Janeiro,-22.9,-43.2
298,8/03/2020,SP,16,0,Sao Paulo,-23.533333,-46.633333
299,8/03/2020,PR,0,0,Parana,-24,-51
300,8/03/2020,RS,0,0,Rio Grande do Sul,-30,-53
301,8/03/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
302,9/03/2020,DF,1,0,Distrito Federal,-15.795,-47.757778
303,9/03/2020,GO,0,0,Goias,-15.933333,-50.133333
304,9/03/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
305,9/03/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
306,9/03/2020,AL,1,0,Alagoas,-9.57,-36.55
307,9/03/2020,BA,2,0,Bahia,-12,-41
308,9/03/2020,CE,0,0,Ceara,-5.08,-39.65
309,9/03/2020,MA,0,0,Maranhao,-6.183333,-45.616667
310,9/03/2020,PB,0,0,Paraiba,-7.166667,-36.833333
311,9/03/2020,PE,0,0,Pernambuco,-8.333333,-37.8
312,9/03/2020,PI,0,0,Piaui,-8.233333,-43.1
313,9/03/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
314,9/03/2020,SE,0,0,Sergipe,-10.56,-37.36
315,9/03/2020,AC,0,0,Acre,-9,-70
316,9/03/2020,AM,0,0,Amazonas,-5,-63
317,9/03/2020,AP,0,0,Amapa,1,-52
318,9/03/2020,PA,0,0,Para,-5.666667,-52.733333
319,9/03/2020,RO,0,0,Rondonia,-10.9,-62.76
320,9/03/2020,RR,0,0,Roraima,2.05,-61.4
321,9/03/2020,TO,0,0,Tocantins,-10.183333,-48.333333
322,9/03/2020,ES,1,0,Espirito Santo,-20.266667,-40.283333
323,9/03/2020,MG,1,0,Minas Gerais,-19.816667,-43.95
324,9/03/2020,RJ,3,0,Rio de Janeiro,-22.9,-43.2
325,9/03/2020,SP,16,0,Sao Paulo,-23.533333,-46.633333
326,9/03/2020,PR,0,0,Parana,-24,-51
327,9/03/2020,RS,0,0,Rio Grande do Sul,-30,-53
328,9/03/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
329,10/03/2020,DF,1,0,Distrito Federal,-15.795,-47.757778
330,10/03/2020,GO,0,0,Goias,-15.933333,-50.133333
331,10/03/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
332,10/03/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
333,10/03/2020,AL,1,0,Alagoas,-9.57,-36.55
334,10/03/2020,BA,2,0,Bahia,-12,-41
335,10/03/2020,CE,0,0,Ceara,-5.08,-39.65
336,10/03/2020,MA,0,0,Maranhao,-6.183333,-45.616667
337,10/03/2020,PB,0,0,Paraiba,-7.166667,-36.833333
338,10/03/2020,PE,0,0,Pernambuco,-8.333333,-37.8
339,10/03/2020,PI,0,0,Piaui,-8.233333,-43.1
340,10/03/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
341,10/03/2020,SE,0,0,Sergipe,-10.56,-37.36
342,10/03/2020,AC,0,0,Acre,-9,-70
343,10/03/2020,AM,0,0,Amazonas,-5,-63
344,10/03/2020,AP,0,0,Amapa,1,-52
345,10/03/2020,PA,0,0,Para,-5.666667,-52.733333
346,10/03/2020,RO,0,0,Rondonia,-10.9,-62.76
347,10/03/2020,RR,0,0,Roraima,2.05,-61.4
348,10/03/2020,TO,0,0,Tocantins,-10.183333,-48.333333
349,10/03/2020,ES,1,0,Espirito Santo,-20.266667,-40.283333
350,10/03/2020,MG,1,0,Minas Gerais,-19.816667,-43.95
351,10/03/2020,RJ,8,0,Rio de Janeiro,-22.9,-43.2
352,10/03/2020,SP,19,0,Sao Paulo,-23.533333,-46.633333
353,10/03/2020,PR,0,0,Parana,-24,-51
354,10/03/2020,RS,1,0,Rio Grande do Sul,-30,-53
355,10/03/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
356,11/03/2020,DF,2,0,Distrito Federal,-15.795,-47.757778
357,11/03/2020,GO,0,0,Goias,-15.933333,-50.133333
358,11/03/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
359,11/03/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
360,11/03/2020,AL,1,0,Alagoas,-9.57,-36.55
361,11/03/2020,BA,2,0,Bahia,-12,-41
362,11/03/2020,CE,0,0,Ceara,-5.08,-39.65
363,11/03/2020,MA,0,0,Maranhao,-6.183333,-45.616667
364,11/03/2020,PB,0,0,Paraiba,-7.166667,-36.833333
365,11/03/2020,PE,0,0,Pernambuco,-8.333333,-37.8
366,11/03/2020,PI,0,0,Piaui,-8.233333,-43.1
367,11/03/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
368,11/03/2020,SE,0,0,Sergipe,-10.56,-37.36
369,11/03/2020,AC,0,0,Acre,-9,-70
370,11/03/2020,AM,0,0,Amazonas,-5,-63
371,11/03/2020,AP,0,0,Amapa,1,-52
372,11/03/2020,PA,0,0,Para,-5.666667,-52.733333
373,11/03/2020,RO,0,0,Rondonia,-10.9,-62.76
374,11/03/2020,RR,0,0,Roraima,2.05,-61.4
375,11/03/2020,TO,0,0,Tocantins,-10.183333,-48.333333
376,11/03/2020,ES,1,0,Espirito Santo,-20.266667,-40.283333
377,11/03/2020,MG,1,0,Minas Gerais,-19.816667,-43.95
378,11/03/2020,RJ,13,0,Rio de Janeiro,-22.9,-43.2
379,11/03/2020,SP,30,0,Sao Paulo,-23.533333,-46.633333
380,11/03/2020,PR,0,0,Parana,-24,-51
381,11/03/2020,RS,2,0,Rio Grande do Sul,-30,-53
382,11/03/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
383,12/03/2020,DF,2,0,Distrito Federal,-15.795,-47.757778
384,12/03/2020,GO,0,0,Goias,-15.933333,-50.133333
385,12/03/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
386,12/03/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
387,12/03/2020,AL,1,0,Alagoas,-9.57,-36.55
388,12/03/2020,BA,2,0,Bahia,-12,-41
389,12/03/2020,CE,0,0,Ceara,-5.08,-39.65
390,12/03/2020,MA,0,0,Maranhao,-6.183333,-45.616667
391,12/03/2020,PB,0,0,Paraiba,-7.166667,-36.833333
392,12/03/2020,PE,2,0,Pernambuco,-8.333333,-37.8
393,12/03/2020,PI,0,0,Piaui,-8.233333,-43.1
394,12/03/2020,RN,0,0,Rio Grande do Norte,-5.74,-36.55
395,12/03/2020,SE,0,0,Sergipe,-10.56,-37.36
396,12/03/2020,AC,0,0,Acre,-9,-70
397,12/03/2020,AM,0,0,Amazonas,-5,-63
398,12/03/2020,AP,0,0,Amapa,1,-52
399,12/03/2020,PA,0,0,Para,-5.666667,-52.733333
400,12/03/2020,RO,0,0,Rondonia,-10.9,-62.76
401,12/03/2020,RR,0,0,Roraima,2.05,-61.4
402,12/03/2020,TO,0,0,Tocantins,-10.183333,-48.333333
403,12/03/2020,ES,1,0,Espirito Santo,-20.266667,-40.283333
404,12/03/2020,MG,1,0,Minas Gerais,-19.816667,-43.95
405,12/03/2020,RJ,16,0,Rio de Janeiro,-22.9,-43.2
406,12/03/2020,SP,42,0,Sao Paulo,-23.533333,-46.633333
407,12/03/2020,PR,6,0,Parana,-24,-51
408,12/03/2020,RS,4,0,Rio Grande do Sul,-30,-53
409,12/03/2020,SC,0,0,Santa Catarina,-27.25,-50.333333
410,13/03/2020,DF,2,0,Distrito Federal,-15.795,-47.757778
411,13/03/2020,GO,3,0,Goias,-15.933333,-50.133333
412,13/03/2020,MS,0,0,MatoGrosso do Sul,-20.442778,-54.645833
413,13/03/2020,MT,0,0,MatoGrosso,-15.566667,-56.066667
414,13/03/2020,AL,1,0,Alagoas,-9.57,-36.55
415,13/03/2020,BA,2,0,Bahia,-12,-41
416,13/03/2020,CE,0,0,Ceara,-5.08,-39.65
417,13/03/2020,MA,0,0,Maranhao,-6.183333,-45.616667
418,13/03/2020,PB,0,0,Paraiba,-7.166667,-36.833333
419,13/03/2020,PE,2,0,Pernambuco,-8.333333,-37.8
420,13/03/2020,PI,0,0,Piaui,-8.233333,-43.1
421,13/03/2020,RN,1,0,Rio Grande do Norte,-5.74,-36.55
422,13/03/2020,SE,0,0,Sergipe,-10.56,-37.36
423,13/03/2020,AC,0,0,Acre,-9,-70
424,13/03/2020,AM,0,0,Amazonas,-5,-63
425,13/03/2020,AP,0,0,Amapa,1,-52
426,13/03/2020,PA,0,0,Para,-5.666667,-52.733333
427,13/03/2020,RO,0,0,Rondonia,-10.9,-62.76
428,13/03/2020,RR,0,0,Roraima,2.05,-61.4
