,Date.x,state,Confirmed,Deaths,Recovered,lat,long
272,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
273,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
274,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
275,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
276,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
277,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
278,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
279,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
280,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
281,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
282,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
283,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
284,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
285,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
286,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
287,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
288,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
289,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
290,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
291,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
292,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
293,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
294,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
295,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
296,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
297,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
298,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
299,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
300,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
301,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
302,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
303,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
304,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
305,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
306,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
307,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
308,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
309,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
310,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
311,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
312,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
313,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
314,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
315,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
316,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
317,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
318,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
319,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
320,7/03/2020,St. Petersburg,1,0,0,59.938951,30.315635
